city,companyFullName,companyId,createTime,positionId,positionName,salary,positiondesc,workyear
北京,新华网股份有限公司,6364,2018-06-11,3545766,数据挖掘工程师,13k-25k,"['岗位职责： \xa0 \xa0', '1、参与设计和开发大数据分析与数据挖掘等系统；', '2、基于实际业务需求建模，设计高效算法，并对其进行验证和实现；', '3、应用数据挖掘及其相关技术进行数据分析；', '4、关注前沿技术和算法，并结合实际业务进行预研。 \xa0 \xa0', '任职要求： \xa0 \xa0', '1、计算机、数学、统计等相关专业，本科及以上学历，985或211院校优先；', '2、熟悉Java和Python两种语言之一，熟悉Hadoop、Spark、Storm、HBase等主流大数据技术和工具；', '3、熟悉常见数据挖掘和机器学习算法及其原理、评价方法和适用条件，能根据业务建立挖掘模型，选择最优算法并实现；', '4、能够阅读英文技术文档及论文，具有良好的自学能力，可以快速学习和掌握新的方法和技术；', '5、具有良好的分析及解决问题的能力、协作沟通能力，具有积极的工作态度，较强的责任心；', '6、了解常用数据挖掘工具，具有1年以上数据挖掘算法开发经验优先。', ' \xa0 \xa0']",1-3年
上海,上海游族信息技术有限公司,14983,今天 10:43,4044449,高级游戏数据挖掘,15k-23k,"['工作职责', '1、构建并完善游戏项目运营数据分析体系，并负责日常游戏相关业务的数据整理、统计、分析，撰写和汇总分析报告；\xa0', '2、针对游戏项目进行专项数据分析，包括并不限于用户价值、流失、游戏生态、活动版本分析、用户画像分析、用户付费行为分析，为运营决策、产品方向提供数据支持；\xa0', '3、研究游戏的用户精细化运营，能够使用R、Python等数据分析编程语言根据业务需求定制开发相应的算法；\xa0', '4、理解数据挖掘模型及预测分析结果，撰写相关分析报告；\xa0', '5、了解数据仓库及商务智能背景，熟练掌握一类数据可视化工具；\xa0', '6、沉淀分析思路与框架，提炼数据产品需求，数据技术与开发团队协作进行数据建模工作，推动完善游戏精准化数据运营分析体系。', '任职资格', '1、2年或以上工作经验，至少1年或以上从事数据分析工作，对数据分析感兴趣；\xa0', '2、拥有手游完整项目数据分析经验，有丰富的跨团队、部门的项目资源整合能力，能够独立开展研究项目；\xa0', '3、理工科专业背景，硕士及以上学历，计算机或统计学相关专业硕士及以上学历尤佳；\xa0', '4、有数据科学、机器学习与数据挖掘基础知识尤佳；\xa0', '5、精通Python、R等数据分析编程语言；\xa0', '6、具备良好的逻辑思考和分析能力、对数据敏感，熟悉数据收集、数据分析、数据建模和数据挖掘方法；\xa0', '7、有很强的事业心、责任感，良好敬业精神、团队精神与人际沟通能力。']",1-3年
广州,虎彩印艺股份有限公司,47782,今天 13:49,4576955,数据挖掘部经理,25k-40k,"['岗位描述', '1.根据数据中心整体规划带领分析挖掘部门实现业务目标，', '2.负责部门团队管理和人员工作分配和指导，', '3.负责根据业务场景，分析挖掘数据内涵，解答业务问题或支持管理决策；', '4. 负责专题分析，形成获客渠道、财务经营、人事绩效等领域分析报告；', '5. 负责自助可视化分析的技术支持，协助业务部门自主用数；', '岗位要求', '1. 本科以上学历，计算机、应用数学、统计等相关专业；', '2. 掌握预测、推断分析方法和模型，较强的动手能力和学习能力；', '3. 熟悉SQL+Excel的基础分析工具使用，或回归、分类、聚类的挖掘模型开发；', '4.对机器学习、深度学习均有较深入的经验和个人见解；', '5. 参与过2年以上电商、财务、人事等企业经营数据分析项目或专题研究；', '6. 具有商业洞察或分析咨询服务的从业经验优先；', '7. 具有大数据环境数据处理和挖掘经验优先。']",5-10年
广州,广州思迈特软件有限公司,68025,2018-06-11,3702777,数据挖掘工程师,15k-25k,"['岗位职责：', '1、对公司数据挖掘产品进行开发及维护；', '2、数据挖掘案例积累。', '职位要求：', '1.计算机、数理统计等相关专业，本科或以上学历；', '2.具有良好的数学（如基本的概率统计、线性代数、数学分析、数值分析、运筹学等）知识基础；深入理解常见的数据挖掘、机器学习算法原理，如逻辑回归、决策树、聚类、神经网络、关联分析、概念学习等，并有至少一种算法建模的实践经验；', '3.掌握至少一种数据挖掘软件，最好精通R语言；', '4.熟悉JAVA开发及有开发经验者优先；', '5.能够主动获取新知识，具有较强领悟力，良好的团队协作和优秀的沟通能力。']",3-5年
北京,小船出海教育科技（北京）有限公司,113856,昨天 16:44,4257682,数据挖掘/算法工程师,15K-30K,"['工作职责：', '1.\xa0业务的数据挖掘需求，用户行为日志挖掘、用户分析和智能推荐算法', '2.\xa0用户评测，用户兴趣点挖掘、用户能力建模\xa0和\xa0薄弱项分析，推荐合理的学习内容；', '3.\xa0用机器学习对各项服务进行质量分类，提升整体服务质量', '任职资格：', '1.\xa0至少熟练掌握一门编程语言，对数据结构和算法设计有较为深刻的理解，动手能力强', '2.\xa0有机器学习/数据挖掘相关背景者优先，或者算法能力强', '3.具有良好的数据分析和解决实际问题的能力，较强的创新能力，对解决挑战性问题充满热情', '4.具备良好的时间和流程意识，能够针对需求和目标给出合理的解决方案及排期']",1-3年
北京,北京智者天下科技有限公司,4128,2018-06-07,3359721,数据挖掘实习生,5k-6k,"['-基于数千万知乎用户数据和高质量的内容数据，建立对用户和对内容的深入理解', '-基于 Hadoop、Spark 等高性能计算平台，构建和改进数据挖掘和机器学习算法与技术，支撑知乎的业务发展', '-以数据挖掘和数据分析为基础，发现新的产品改进点，以数据和技术驱动知乎的产品改进，探索新的产品形态', '-跟踪业界最新的机器学习算法和研究趋势，并尝试将其应用于实际的生产环境；', '-扎实的计算机基本功，对计算机算法有深入的理解；', '-熟练掌握 C++、Python、Java 等其中的一种或几种编程语言，参与过实际工程项目，理解基本的编程模式', '-使用过 Hadoop、Spark、MPI 等并行计算平台中的一种或几种，对并行化计算有较深入的认识和理解', '-理解常用的机器学习和数据挖掘算法，并进行过相关的实践']",应届毕业生
北京,北京小米科技有限责任公司,520,2018-06-11,4592965,数据挖掘工程师,25k-50k,"['数据挖掘工程师', '一、工作职责：', '1. 负责小米商业产品部数据项目的研发工作', '2. 负责小米体系数据价值的探索和挖掘', '3. 用户标签挖掘，数据建模，画像系统等', '二、职位要求：', '1. 硕士，计算机软件或相关专业毕业；', '2. 扎实的编程能力，熟悉算法和数据结构，熟悉计算机的基础理论；', '3. 熟练使用Java，熟悉Shell、Python、R、Scala等一种以上语言', '4. 熟悉大数据处理相关技术，包括但不限于Hadoop、Hive、Hbase、Impala、Spark，Kafaka、Flume、Sqoop、Storm、Redis等']",3-5年
北京,北京小川在线网络技术有限公司,929,2018-06-11,3948312,高级数据挖掘工程师,40k-80k,"['职责：', '1.负责移动APP产品的用户基础数据挖掘工作，构建用户数据挖掘系统；', '2.通过特征抽取和建模，实现用户行为分析和用户画像，为决策提供数据支持；', '3.分析系统的技术缺陷，对策略框架做出合理地调整或改进；', '4.负责数据波动和异常的监控报警。', '要求：', '1.三年以上相关工作经验；', '2.计算机及计算机相关专业本科或本科以上学历；', '3.精通Linux，熟悉python编程语言以及shell脚本；', '4.具有良好的数学基础和数据分析能力，对数据敏感。', '加分：', '1.熟悉hadoop、Spark等分布式计算系统，了解hive、kafka、ambari工具者优先；', '2.Linux工程师优先。', '公司简介', '小川科技 www.ixiaochuan.cn', '1我们做什么', '我们看好移动上的兴趣社交。通过发现兴趣和聚集同好，我们帮助年轻人畅快交流，发现自我。', '我们理解的兴趣社交是：因为有爱，我们不孤单。', '我们约会但不约炮，娱乐但不低俗，我们的愿景是：让你的兴趣不再孤单。\xa0', '2我们是谁', '我们是连续创业者，我们失败过；我们也坚定的认为，我们将成功。', '移动将改变生活，移动是一场革命，我们对此坚信不移。', '我们是行动派，简单务实。不做游戏。不追概念。不尚空谈。', '我们是最右，2014年底成立。优秀创业团队，著名投资人。\xa0', '3我们想建立什么样的公司', '我们致力于建立一家有想象力的公司。创新、主动和团队是我们的信条。', '在这里，你会创造一些东西。一些不能在其他地方创造的东西，一些让人们深深着迷的东西，一些可以让你自豪的介绍给家人和朋友的东西，一些让这个世界变更美好的东西。', '在这里，你可以找到这样的工作。你会为它全情投入、绝不妥协，你会为它追求细节、关注效果，它会让你心甘情愿牺牲休息时间，但完成后会给你带来极大的满足感和成就感。', '在这里，你会不断成长。你不再害怕犯错，因为你从成功中成长，也从失败中成长。你不断的发现自己，了解自己，你会发现你一步步变得强大，你会更热爱生活。', '这里没有官僚流程，没有打卡，没有KPI，没有不做事的管理者。', '这里没有员工。每一位同事都是我们的家人。你的快乐就是我们的快乐，你的困难就是我们的困难，我们期望和你一起努力、一起成长。', '我们期望，与你一起，建立一家属于你的公司。\xa0', '4我们怎么工作', '我们是创业团队，我们找伙伴，不找员工。', '我们支持问题解决者。谁能解决问题，谁说了算。', '我们一竿子捅到底。写代码，还要测试，还要客服。', '我们努力跑得快一点，再快一点。我们自己和自己较劲。', '我们很自由。想说什么就说，疲倦了可以打游戏，不想上班就在家歇歇。', '我们相信，各人有各人的方式，成功不在于打卡，而在于投入。', '我们不做平庸的公司，也不要平庸的员工。我们是创业者，我们一直在路上。\xa0', '5福利', '员工是伙伴。我们将为小伙伴们提供最好的福利待遇。', '我们努力培养你。你有多大能耐，就有多大空间。', '与同级别公司相比，最右将提供最好的工资，最多的股票。', '弹性工作制，中午2小时午休，提供中晚餐，每月有住房补贴。', '\xa0']",3-5年
北京,厦门美图之家科技有限公司,23291,昨天 13:52,4433047,数据挖掘工程师--北京,20k-40k,"['岗位职责:', '1. 带领团队参与美图各系列产品的数据挖掘、建模等相关工作；', '2. 负责公司层面的数据分析、行业分析、竞品分析等工作；', '3. 帮助完善公司数据体系、数据标准及规范等，包括数据埋点、数据模型等；', '任职资格:', '1. 全日制本科及以上学历，计算机、数学等相关专业，3年以上相关工作经验；', '2. 熟悉SQL，熟练shell、matlab、R、python等至少一种语言对数据进行处理、分析及建模，有较强的开发经验优先；', '3. 熟悉各类数据挖掘及机器学习算法，能够熟练运用数据挖掘技术对数据进行分析处理，并从数据中提取有价值的信息；', '4. 熟悉数据分析的基本概念和方法，熟练使用技术手段进行数据分析和挖掘，并通过数据解决问题和辅助决策；', '5. 对数据挖掘等领域的发展保持关注，能够快速建立模型并进行验证；', '6. 对数据敏感，善于发现数据中的潜在规律，善于分析问题，了解业界的最新动态；', '7. 具有良好的沟通能力，有责任心，有良好的学习能力，具备优秀的沟通能力和团队精神；']",3-5年
北京,同程网络科技股份有限公司,3564,2018-06-11,4211819,数据挖掘,60k-100k,"['岗位描述：', '1.基于海量的用户大交通出行、用户预订行为数据，使用机器学习来挖掘产品-用户关系并探索更深层次的数据价值；', '2.研究数据挖掘或统计学习领域的前沿技术，针对海量用户行为和内容信息建模，构建和优化用户画像以及用户大交通出行领域画像模型；', '3.基于对用户理解和大量数据特征，参与风控、精准营销、个性化定价、产品决策等模型建设和研究，提升用户体验和产品变现能力；', '任职要求：', '1.对出行、地理位移、用户行为数据的挖掘有浓厚兴趣，充满激情，挑战未知，有一定的POI挖掘经验；', '2.曾参与推荐系统或广告投放系统等相关项目的构建，掌握推荐核心技术，精通排序算法；', '3.逻辑清晰、表达能力强，有良好的团队合作精神和主动沟通意识；', '4.曾就职/学习于知名推荐系统公司/团队者优先；']",3-5年
上海,深圳萨摩耶互联网金融服务有限公司,73604,2018-06-07,4356303,中级数据挖掘与模型分析师,17k-30k,"['专业定级：P3、P4，薪资范围：17-30K/月（2017：11-21K/月）', '岗位职责：', '1.负责独立或带领团队进行客户画像；', '2.负责独立或带领团队应用统计建模、数据挖掘、机器学习等方法，建立高质量模型并持续优化；', '3.负责在项目推进过程中的跨部门协调沟通工作，推动数据产品的落地应用，产生实际业务价值；', '4.负责设计公司业务关键流程监控点，针对日常监控中发现的异常及时调整监控布局', '岗位要求：', '1.本科及以上学历；', '2.金融、计算机、统计、应用数学、经济、生物、物理、电子等相关专业，或相关岗位从业2年以上（2017：3年以上）；', '3.具有建模实操经验，有一定带领团队经验，有推动相关项目经验；', '4.精通SQL和OFFICE，并有一定计算机基础，有Java、Python、R、matlab、spark ML中任一语言编程经历；', '5.机器学习或数据挖掘专业背景优先，拥有海量数据处理经验者优先，对有丰富Python应用经验者优先。', '6.工作地点：上海']",3-5年
上海,深圳市大东豪科技有限公司,335276,2018-06-11,4517355,数据挖掘工程师,30k-60k,"['数据挖掘工程师', '人选描述', '工作年限：3-8年', '年龄要求：28-35岁', '学历要求：统招硕士', '技能/语言/工具：数据挖掘', '领域/方向/背景：互联网', '目标公司：一线互联网公司', '工作职责：', '1. 负责通过算法实现，来提升业务效果以及解决业务问题；', '2. 负责数据挖掘架构设计、平台规划，以及关键技术研究；', '3. 构建模型，通过对海量业务数据的挖掘，支持推荐、反作弊，rank等相关算法。', '任职资格：岗位要求：', '1. 统计学、数据挖掘，计算机等相关专业本科以上学历；', '2. 有海量数据挖掘、分布式计算等方面的相关理论研究和实践经验，三年以上相关工作经验；', '3. 良好的逻辑分析能力、分析问题和解决问题的能力，对数据敏感，良好的沟通能力；', '4. 工作严谨细致，有责任心, 具有团队合作精神；', '5. 熟练使用python/Java，对Hadoop、Map/reduce编程熟悉者优先。', '所属部门：数据部', '部门介绍：数据部，部门7-8人', '汇报对象：数据挖掘总监']",3-5年
北京,联通大数据有限公司,275062,2018-06-05,3741689,数据挖掘工程师,15k-25k,"['岗位职责:', '1.按照客户需求进行大数据服务支撑，包括数据提取、数据治理、数据服务等工作', '2.参与电信行业市场研究、分析工作，基于运营商海量的时空大数据建立数据挖掘模型，挖掘客户特征', '3.根据业务理解完成算法模型的构建以及数据分析挖掘模型的开发、业务分析报告编写等工作；', '岗位要求：', '1.统招本科及以上学历，计算机相关专业；', '2.具有数据库开发工作经验，精通基本的SQL，有一定的Sql性能调优经验优先；', '3.熟悉Unix、Linux操作系统，熟练掌握Linux常规命令与工具，简单shell编程；', '4.熟悉常用数据挖掘工具，如R、SPSS Clementine、Mahout等数据分析挖掘工具，熟悉分类、聚类、关联、预测类等模型算法； ', '5.熟练使用Excel、PPT、Word，出色的文字表达能力和数据分析能力，有分析报告及撰写经验； ', '6.有通信行业经验者优先。']",3-5年
上海,上海育创网络科技有限公司,7531,2018-06-11,1760669,数据挖掘,15k-30k,"['岗位职责：', '1、负责项目的需求调研、业务分析；', '2、参与业务部门临时数据分析需求的调研、分析及实现；', '3、负责用户行为分析，日志数据分析、互联网数据分析、构建用户关系模型、推荐模型；', '4、参与数据挖掘模型的构建、维护、部署和评估；', '5、收集、整理各种业务数据，挖掘经营中的潜在问题和趋势，提出明确的分析结论，为管理决策提供建议和依据，并形成数据分析报告；', '6、充分利用公司内外各类数据/信息资源，开展研究工作，撰写相应需求报告；', '任职要求：', '1、本科以上学历，数理分析、金融数学、数学与应用数学、统计学等相关专业；', '2、熟悉文本挖掘、聚类、深度学习等算法模型；', '3、要求3年以上互联网数据分析领域工作经验；熟悉用户画像和推荐系统开发；', '4、有较强的数学和数据挖掘功底。会利用成熟的数据挖掘工具，并精通数据挖掘与分析算法，有成套数据建模的理念；', '5、有出色的数据处理、分析能力，对数据敏感，能够从日常数据中分析用户行为、深度挖掘用户需求并提出优化建议；', '5、积极主动，具备团队意识，具有高度的责任心，能够承受较强的工作压力；', '优先条件：', '1、有运营商、互联网、电商数据挖掘经验的优先；', '2、有python开发经验者优先；', '3、有大数据系统架构经验者优先；', '4、参加过省级、国家级或国际数学建模大赛并取得优异成绩者优先；']",1-3年
深圳,深圳市菁优智慧教育股份有限公司,82377,今天 11:49,4309203,数据挖掘工程师,15k-20k,"['【岗位职责】\xa0', '1、建设支持海量数据的分析挖掘与决策支持系统；', '2、负责公司全系产品用户的专项数据分析和数据挖掘需求，为业务决策、风险管控、产品特性的优化提供数据支持；\xa0', '3、负责对用户特征和行为数据做深入分析，建立数据模型预判用户意图等。', '【岗位要求】', '1、本科及以上学历，计算机、统计学、应用数学等相关专业（硕士、博士优先）；', '2、1年以上数据挖掘相关工作经验（文本分类、推荐系统、用户画像、搜索引擎）；', '3、熟悉常用的数据挖掘/机器学习算法（如决策树、逻辑回归、SVM，贝叶斯、聚类......）；', '4、熟练使用Python、R、C++至少一种计算机语言；', '5、熟练使用Tensorflow、Pytorch、Keras、MxNet等一个或多个深度学习开源框架，并具有实战经验。']",1-3年
北京,新华网股份有限公司,6364,2018-06-11,3446623,数据挖掘工程师（算法方向）,15k-20k,"['岗位职责：', '1. 能够运用文本挖掘、NLP的理论和方法，对互联网内容进行挖掘，解决业务实际问 题；', '2. 能够根据业务需要，对文本挖掘、NLP的开源算法进行改进，并进行集成开发；', '3. 参与大规模数据智能挖掘分析系统的架构设计和开发。', '任职要求：', '1. 研究生及以上学历；', '2. 3年及以上相关工作经验，熟悉常用文本挖掘、NLP模型算法及开源工具；', '3. 精通JAVA/Python编程语言和设计模式，熟练使用常用算法和数据结构，具备优良的编码能力，具有实际的工程经验；', '4. 具有统计或数据挖掘背景，并对NLP/文本挖掘算法和理论有较深入的研究者优先；', '5. 具有大规模数据挖掘分析系统架构经验者优先；', '6. 具有机器学习、深度学习算法实现经验者优先；', '7. 具有良好的学习能力，沟通能力和团队精神。\xa0']",3-5年
北京,新浪网技术（中国）有限公司,25592,今天 09:24,3454914,用户数据挖掘工程师/算法工程师,14k-24k,"['1、负责支持微博社交传播项目所需的相关性算法、精准匹配算法等；', '2、负责支持微博商业垂直领域定向精准营销项目，包括但不限用户画像、用户细分、用户分析等。', '任职资格：', '1、一年以上机器学习算法相关工作经验；', '2、深入理解MapReduce，要求具有Spark/Hadoop/Storm等大规模分布式计算平台的使用经验；', '3、熟悉数据结构与算法，对数据挖掘与机器学习理论有一定的研究及应用；', '4、熟悉Linux环境编程，熟练掌握java/python语言，有良好的编程习惯；', '5、较强的分析问题和解决问题的能力，勇于面对挑战性问题；', '6、有用户画像、推荐算法、广告算法实施经验优先考虑。']",1-3年
上海,上海瑞阙文化发展有限公司,338593,今天 11:07,4603953,数据挖掘工程师,12k-24k,"['岗位职责：', '1.对数据敏感，有对原始数据进行处理，清洗，挖掘，算法优化调整，有完整数据挖掘或数据分析经历者优先；', '2.负责公司相关产品的数据分析和挖掘，为产品运营、管理决策提供策略支持；', '3.对运营数据进行分析与监控，基于数据进行用户画像描绘、用户分层，深度挖掘用户行为特征，构建用户的指标体系；', '4.支持公司其它部门的数据需求，提供决策支持', '职位要求：', '1.本科及以上学历，数学类、统计类、计算机类专业优先', '2.熟练运用SQL、R、Python等语言，对数据库有一定了解者优先', '3.掌握数据挖掘算法的一种或者多种（如线性模型、朴素贝叶斯、决策树、支持向量机、随机森林、神经网络、逻辑回归、聚类分析、推荐算法等', '4.2年以上相关工作经验，有互联网行业数据挖掘经验者优先']",1-3年
杭州,杭州橙鹰数据技术有限公司,165939,2018-06-11,3262074,高级数据挖掘专家,20k-35k,"['1.带领团队通过业务分析、数据挖掘、机器学习、非结构化数据处理等方式，更智能化的解决公共安全面临的实际问题；', '2，熟悉并梳理海量、多元/源数据，结合业务最大化挖掘数据价值，并应用于实战；', '3.参与大数据业务商业模式的设计，探索大数据业务的发展路径，主导数据服务商业的发展；', '4.带领团队研究前沿技术的发展，应用于实际业务；', '1. 硕士以上学历，统计学、计算机科学、数学等相关专业，扎实的统计学、数据挖掘、机器学习理论基础；', '2. 具有丰富的数据建模实践经验，扎实的编程基础，熟悉各种数据挖掘算法及前沿技术；\xa0', '3. 熟练掌握Hive\\SQL，拥有海量数据处理经验，熟悉Hadoop；\xa0', '4. 熟悉互联网安全或公共安全，有很强的商业敏感度，有前瞻性，善于把数据技术转化为数据服务；\xa0', '5. 沟通能力强，丰富团队管理经验，为人正直，正能量，乐于面对挑战，具备钻研精神']",5-10年
杭州,支付宝(杭州)信息技术有限公司,153849,今天 10:44,3730752,蚂蚁金服-数据挖掘专家-安全基础平台,20k-40k,"['岗位描述:', '在这里我们面对的不再是噪音高、非结构化信息比重大、商业价值偏低的数据；面对的将会是是真实的交易数据，亿级别消费者的商业行为，数十万级外部商户数据供你研究。我们不单单做基于分布式环境的离线算法实施，同时我们也会面对海量数据下实时增量的算法实施的挑战，如果你对这些有兴趣；如果你致力于用数据改变中国金融环境；如果你想建立整个中国消费者的信用体系；如果你想让支付的体验更加便捷与安全，请加入我们。 具体来说，我们使用机器学习和分布式计算的最前沿技术，来为亿万用户的每一笔消费保驾护航，为广大消费者撑起了安全的保护伞。\xa0', '岗位描述：\xa0', '1. 应用机器学习，对海量数据进行挖掘，发现其潜在关系，指导业务发展；\xa0', '2. 和业务部门密切配合，深入理解风控业务，使用机器学习方法刻画交易风险并实现原型系统；\xa0', '3. 探索最新算法在风控领域的具体实现，有深度学习相关经验优先；\xa0', '4. 协助并指导新人完成相关数据挖掘项目。', '岗位要求:', '1. 数学、统计、计算机等相关专业硕士及以上学历；\xa0', '2. 三年以上海量数据下机器学习和算法实施相关工作经验，对数据有敏锐的洞察力；\xa0', '3. 熟悉python或者R进行数据处理和数据分析；\xa0', '4. 有金融行业、会员研究、风险防控等领域经验的优先考虑。']",不限
北京,北京三快在线科技有限公司,50702,昨天 10:58,2531857,资深数据挖掘工程师,30k-50k,"['工作职责：', '* 负责用户画像和商户画像体系的建立；\xa0', '* 负责用户和商户相关的数据挖掘和分析；', '* 负责评论数据的挖掘和知识图谱的研发\xa0', '* 配合产品经理完成数据分析需求和数据产品开发', '任职资格：', '* 在以下方面有较为丰富的实战经验: 1)自然语言处理 2)机器学习\xa0', '* 有大数据处理分析经验，熟悉Hadoop、Hive、Spark等大数据处理平台； * 至少精通Java语言、Python、或者Scala之一；\xa0', '* 了解Linux脚本编程，熟悉服务器端编程； 有技术团队管理经验的优先。\xa0']",3-5年
上海,北京东方国信科技股份有限公司,138623,2018-05-16,4530560,数据挖掘工程师,10k-20k,"['职位描述：', '岗位职责：', '1、使用机器学习算法，开展数据挖掘工作，指导业务发展。', '2、基于多源、海量数据的统计、特征选择、模型训练及检验评价，实现用户画像、社群发现、热点发现、特定兴趣人群挖掘等方面的研发与应用。', '3、进行电信业务运营数据分析及市场状况分析。', '岗位要求：', '1、统计学，数学、计算机、营销、管理学等相关专业，本科及以上学历', '2、了解CRISP-DM流程，熟悉常见的概率统计、数据挖掘、机器学习算法', '3、了解SPSS、r等主流统计分析软件进行建模分析者优先；', '4、有实习数据挖掘实施项目经验，有海量数据处理和挖掘经验者优先；', '5、具备Data和 Business的超凡敏感度、敏捷的思维与解决复杂问题的能力优先']",3-5年
北京,北京陌陌科技有限公司,129,2018-06-04,4327972,数据挖掘工程师,20k-40k,"['职位描述：', '1、用户行为数据挖掘与特征研究,\xa0利用数据挖掘/机器学习等技术为每位用户精准画像;', '2、海量业务数据的处理和分析,\xa0为日常运营活动提供数据支持。', '岗位要求：', '1、本科以上学历,\xa0逻辑分析能力和学习能力良好；', '2、熟悉python语言,\xa0对数据挖掘/机器学习算法有比较深入的理解；', '3、突出的分析和归纳能力,\xa0优秀的沟通表达能力；', '4、具备用户画像项目或大型数据挖掘项目经验者优先。']",1-3年
广州,唯品会（中国）有限公司,4760,2018-06-08,4684474,高级/资深数据挖掘工程师,25k-50k,"[' \xa0 \xa0 岗位职责：', ' \xa0 \xa0 1.深入理解产品、业务需求，以结果为导向进行数据分析挖掘，能落地，为用户挑选偏好商品，提升全站购买转化率；', ' \xa0 \xa0 ', ' \xa0 \xa0 2.与业务、分析、实时计算等团队合作，支持从需求剖析、框架设计、分析挖掘、数据可视化到结果评估优化的完整项目流程；', ' \xa0 \xa0 ', ' \xa0 \xa0 \xa0 3.基于海量用户行为数据和其他数据，分析和研究数据与实际业务的关联关系，开发设计可扩展的机器学习算法，挖掘用户属性和行为特征，并以实际业务应用为导向进行应用创新；', ' \xa0 \xa0 ', ' \xa0 \xa0 4.深入理解电商的业务模型和未来趋势，从对产品、业务和商业的分析挖掘中寻找数据商业价值点，从整体的角度寻找数据中的商业价值和机会。', ' \xa0 \xa0 \xa0', ' \xa0 \xa0 任职要求:', ' \xa0 \xa0 \xa0 1.数学、应用数学、统计学、计量经济学、计算机等专业硕士或以上教育背景；3年以上数据挖掘相关工作经验；参与过完整的数据采集、整理、分析、挖掘工作；', ' \xa0 \xa0 ', ' \xa0 \xa0 2.有机器学习、数据挖掘、统计分析、推荐等算法相关的项目经验，深刻理解常用的概率统计、机器学习算法；', ' \xa0 \xa0 ', ' \xa0 \xa0 \xa0 3.对产品、业务和商业逻辑敏感，具备良好的逻辑分析能力，较强的独立思考和解决问题的能力，面对模糊的业务场，景能够理清思路，提出清晰解决方案；', ' \xa0 \xa0 ', ' \xa0 \xa0 5.熟练使用R语言，使用pythan、java等工程化语言，具有一定的数据获取及加工能力；', ' \xa0 \xa0 6.有分布式计算、MR算法开发经验优先；', ' \xa0 \xa0 4.具备较强的项目管理、人际沟通能力，有较强的执行能力；', ' \xa0 \xa0 ', ' \xa0 \xa0 7.积极创新，有开拓精神，乐于面对挑战，负责敬业，优秀的团队合作精神；诚实， 勤奋， 严谨。', ' \xa0 \xa0 \xa0\xa0 \xa0']",3-5年
北京,汽车之家,105550,2018-05-15,4572529,数据挖掘工程师,20k-40k,"['岗位职责：', '1、熟练掌握LR逻辑回归、决策树、随机森林、XGBOOST等各种主流机器学习算法', '2、承担风控模型，深度学习等方面的核心算法的研究工作；', '3、负责模型的特征工程提取；', '4、负责数据挖掘风控反欺诈相关业务算法的设计和开发工作；', '岗位要求：', '1、本科及以上学历，计算机、数学、统计学、金融等相关专业；', '2、熟悉hive，mysql等数据库，熟练使用hive sql和sql进行数据加工、处理和分析；', '3、熟练使用一种或多种以下软件，hive/python/R/spark/storm/shell等;；', '4、了解分布式数据库的知识，熟悉hadoop及hadoop生态圈；', '5、对于把大数据分析的结果能够应用到实际业务场景产生商业价值具有强烈热情；', '6、有过神经网络DNN、RNN实际工作经验。']",3-5年
上海,百度在线网络技术（北京）有限公司,1575,今天 14:16,3983021,数据挖掘、机器学习资深工程师,35k-50k,"['职责描述：', '-百度品牌广告的算法改进、数据挖掘', '-基于大规模用户行为，以效果为目标，建立并优化推荐系统的基础算法和策略', '-应用机器学习等尖端技术，针对海量信息建模，挖掘潜在商业价值', '-负责在线广告投放系统的核心技术创新与优化', '-提高在线广告的相关度、用户体验、投放效果及变现能力', '-品牌广告创意、人群、检索技术方向规划以及落地', '任职要求：', '-计算机或相关专业硕士以上学历', '-良好的逻辑思维能力，和数据敏感度，能能够从海量数据中发现有价值的规律', '-优秀的分析和解决问题的能力，对挑战性问题充满激情', '-良好的团队合作精神，较强的沟通能力', '-良好的技术领导能力，有能力开辟一个技术方向，带动和引导一个技术方向的规划、研发', '-熟悉C/C++语言编程，对数据结构和算法设计有较为深刻的理解', '具备以下多个方面能力：', '-精通大规模数据挖掘、机器学习、分布式计算等相关技术，并具备多年的实际工作经验（大于3年）', '-具备大规模推荐系统的研发经验(推荐算法设计和实现/推荐系统评估方法研究)', '-具备自然语言处理、信息过滤、主题提取、分类聚类、个性化用户建模、文本挖掘等相关领域知识', '-具备机器学习理论、算法的研究和实践经验', '-具备分布式相关项目研发经验（如分布式存储/分布式计算/高性能并行计算/分布式cache等）', '-具备搜索引擎、广告投放、反作弊相关技术的知识和经验']",3-5年
北京,普信恒业科技发展（北京）有限公司,3786,今天 13:48,4652460,数据挖掘算法工程师,20k-35k,"['岗位职责：', '负责风控相关模型的分析与挖掘工作，包括模型解释、异常检测、模型评估等工作；\xa0', '通过前沿的机器学习算法、a计算框架，提升机器学习系统效率、降低学习算法的应用门槛；\xa0', '职位要求：', '计算机、数学、统计、数据挖掘等相关专业硕士及以上学历；\xa0', '1-3年以上互联网、IT相关工作背景及机器学习、数据挖掘应用相关工作经验（年限不是问题，关键看能力）；\xa0', '熟悉统计原理及分类、回归、聚类、降维等机器学习算法及应用场景；\xa0', '精通Hadoop/Spark、R/Python/SAS/MTALAB等数据分析和机器学习框架；\xa0', '熟悉caffe，torch，mxnet，tensorflow等任意一种深度学习开源框架者优先；\xa0', '对数据敏感，有良好的逻辑思维和定义以及解决问题的能力；']",1-3年
