,house_室,house_厅,house_厨,house_卫,architecture_acreage_,within_acreage_,floor_层,building_age_,unit_price,bargain_day_num_,adjust_price,take_look,attention,view_count_,Building_head_东,Building_head_东 东南,Building_head_东 东南 北,Building_head_东 北,Building_head_东 北 东北,Building_head_东 南,Building_head_东 南 北,Building_head_东 西,Building_head_东 西 北,Building_head_东北,Building_head_东南,Building_head_东南 北,Building_head_东南 南,Building_head_北,Building_head_南,Building_head_南 北,Building_head_南 西,Building_head_南 西北 北,Building_head_南 西南,Building_head_暂无数据,Building_head_西,Building_head_西 西北,Building_head_西北,Building_head_西南,Building_head_西南 东北,Building_head_西南 西,decorate_situation_其他,decorate_situation_毛坯,decorate_situation_简装,decorate_situation_精装,period_int_40年,period_int_50年,period_int_70年,floor_楼_中楼层,floor_楼_低楼层,floor_楼_地下室,floor_楼_底楼层,floor_楼_高楼层,Family_structure_Loft,Family_structure_复式,Family_structure_平层,Family_structure_暂无数据,building_types_塔楼,building_types_暂无数据,building_types_板楼,building_structure_未知结构,building_structure_砖混结构,building_structure_钢混结构,building_structure_钢结构,Equipped_elevator_无,Equipped_elevator_暂无数据,Equipped_elevator_有,house_age_暂无数据,house_age_满两年,house_age_满五年,Trading_ownership_商品房,Trading_ownership_房改房,usage_house_别墅,usage_house_商住两用,usage_house_普通住宅,usage_house_车库,houseing_belog_共有,houseing_belog_暂无数据,houseing_belog_非共有
0,2.0,1.0,1.0,1.0,0.21820448877805484,0.21820448877805484,9.0,0.9930589985126426,0.3307297788225238,0.06310141715752027,0,0,0.0,0.06310141715752027,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1,3.0,2.0,1.0,2.0,0.34753394292047657,0.30825713494042667,9.0,0.9876053544868617,0.3833636072229939,0.008339651250947688,0,0,0.0,0.008339651250947688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
2,2.0,1.0,1.0,1.0,0.13507896924355775,0.13507896924355775,1.0,0.993554784333168,0.6849342878512662,0.11127310899865865,1,0,0.03646237393328161,0.11127310899865865,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
3,3.0,2.0,1.0,1.0,0.2874757550568024,0.2874757550568024,7.0,0.991571641051066,0.20984079495672614,0.06310141715752027,0,0,0.0,0.06310141715752027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
4,3.0,2.0,1.0,2.0,0.4312136325852036,0.3581324466611249,1.0,0.992563212692117,0.3132599636713324,0.05126261153554558,1,0,0.004654771140418929,0.05126261153554558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
5,2.0,2.0,1.0,1.0,0.26534358548074255,0.2247159878082571,1.0,0.9910758552305404,0.36263489689069345,0.11693007523181898,1,0,0.05663304887509697,0.11693007523181898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
6,3.0,2.0,1.0,1.0,0.2776392352452202,0.23739262953726795,9.0,0.993554784333168,0.46720803504647934,0.09272759083221555,1,0,0.008533747090768037,0.09272759083221555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
7,2.0,1.0,1.0,1.0,0.1868246051537822,0.1868246051537822,6.0,0.9866137828458106,0.4882893471524736,0.08013063509651834,1,0,0.027928626842513578,0.08013063509651834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
8,2.0,1.0,1.0,1.0,0.23552230534774174,0.23552230534774174,9.0,0.9905800694100149,0.2812693663852976,0.06310141715752027,0,0,0.0,0.06310141715752027,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
9,1.0,1.0,1.0,1.0,0.11661817678027153,0.11661817678027153,7.0,0.9881011403073872,0.20628272251308902,0.005773604712194553,0,0,0.0062063615205585725,0.005773604712194553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
10,1.0,1.0,1.0,1.0,0.1593239124411194,0.1593239124411194,9.0,0.9910758552305404,0.26248530825942945,0.06310141715752027,0,0,0.0,0.06310141715752027,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
11,2.0,2.0,1.0,1.0,0.30825713494042667,0.24411194236630646,1.0,0.9975210708973723,0.45380916764611606,0.011080655508252173,1,0,0.0,0.011080655508252173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
12,2.0,2.0,1.0,1.0,0.28927680798004984,0.28927680798004984,1.0,0.9955379276152702,0.7375360615450368,0.12235376450691084,1,0,0.008533747090768037,0.12235376450691084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
13,2.0,1.0,1.0,1.0,0.18308395677472983,0.16261429758935994,9.0,0.991571641051066,0.33352922320760764,0.11984603720767481,1,0,0.038789759503491075,0.11984603720767481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
14,2.0,2.0,1.0,1.0,0.2396785813244666,0.1897339983374896,1.0,0.991571641051066,0.26867186665242015,0.01201376334052604,0,0,0.005430566330488751,0.01201376334052604,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
15,3.0,2.0,1.0,2.0,0.3186478248822388,0.3186478248822388,1.0,0.9940505701536936,0.31126188695373436,0.10229194611302268,1,0,0.023273855702094646,0.10229194611302268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
16,3.0,1.0,1.0,1.0,0.2976586311997783,0.2976586311997783,9.0,0.991571641051066,0.4600277807458062,0.0845045780603021,1,0,0.0023273855702094647,0.0845045780603021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
17,2.0,1.0,1.0,1.0,0.1939595455804932,0.1939595455804932,1.0,0.9945463559742191,0.6296506036969761,0.17204175657549425,1,0,0.10473235065942592,0.17204175657549425,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
18,2.0,1.0,1.0,1.0,0.26347326129121634,0.20126766417290107,1.0,0.991571641051066,0.3230687039213591,0.025252230710911528,1,0,0.0069821567106283944,0.025252230710911528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
19,1.0,1.0,1.0,1.0,0.10390689941812135,0.10390689941812135,8.0,0.9910758552305404,0.20658189977561706,0.06310141715752027,0,0,0.0,0.06310141715752027,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
20,2.0,1.0,1.0,1.0,0.17795788307010252,0.15586034912718202,1.0,0.9910758552305404,0.36392777006090393,0.13465912404502245,1,0,0.07370054305663305,0.13465912404502245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
21,2.0,1.0,1.0,1.0,0.20362288722637847,0.20362288722637847,1.0,0.991571641051066,0.31624105139437975,0.028868023560972764,1,0,0.013964313421256789,0.028868023560972764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
22,3.0,2.0,1.0,1.0,0.3034774175671931,0.3034774175671931,1.0,0.9985126425384234,0.4219361042846458,0.011547209424389106,1,0,0.0015515903801396431,0.011547209424389106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
23,2.0,2.0,1.0,1.0,0.2909393183707398,0.2909393183707398,1.0,0.991571641051066,0.29893150977668553,0.053478742637196014,1,0,0.045771916214119475,0.053478742637196014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
24,1.0,1.0,1.0,1.0,0.15717650318647824,0.13161540592962037,1.0,0.9900842835894893,0.4709156961213805,0.09966758033475244,1,0,0.007757951900698216,0.09966758033475244,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
25,1.0,1.0,1.0,1.0,0.1648656137434192,0.11641036298143528,1.0,0.999008428358949,0.2547814937493322,0.0642678019478626,1,0,0.005430566330488751,0.0642678019478626,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
26,2.0,1.0,1.0,1.0,0.1676364643945691,0.14096702687725132,7.0,0.991571641051066,0.15012287637568117,0.1442817985653467,1,0,0.21489526764934058,0.1442817985653467,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
27,1.0,1.0,1.0,1.0,0.1419021889720144,0.1419021889720144,8.0,0.991571641051066,0.350774655411903,0.006298477867848603,0,0,0.003878975950349108,0.006298477867848603,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
28,3.0,2.0,1.0,2.0,0.3532834580216126,0.3532834580216126,4.0,0.9890927119484383,0.24618014745165082,0.12684434594972882,1,0,0.023273855702094646,0.12684434594972882,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
29,3.0,2.0,1.0,1.0,0.34635633139373784,0.3103352729287891,9.0,0.9905800694100149,0.32375253766428036,0.10859042398087129,1,0,0.017843289371605897,0.10859042398087129,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
30,2.0,2.0,1.0,1.0,0.22308811305070653,0.18183707398171237,7.0,0.991571641051066,0.19160166684474836,0.06753367936082114,1,0,0.06982156710628394,0.06753367936082114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
31,2.0,1.0,1.0,1.0,0.2925671931282903,0.2925671931282903,1.0,0.991571641051066,0.3579869644192756,0.11103983204059019,1,0,0.03491078355314197,0.11103983204059019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
32,3.0,2.0,2.0,2.0,0.38649903020227205,0.3129329454142421,1.0,0.9950421417947447,0.6798375894860562,0.08024727357555257,1,0,0.007757951900698216,0.08024727357555257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
33,3.0,2.0,1.0,1.0,0.2995982266555832,0.2623995566638958,8.0,0.992563212692117,0.24088043594401112,0.013646702047005308,0,0,0.0069821567106283944,0.013646702047005308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
34,1.0,0.0,1.0,1.0,0.13459407037960652,0.13459407037960652,1.0,0.992563212692117,0.6049150550272465,0.005715285472677436,1,0,0.004654771140418929,0.005715285472677436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
35,1.0,1.0,1.0,1.0,0.12215987808257135,0.12215987808257135,6.0,0.9910758552305404,0.19692274815685437,0.019536945238234092,1,0,0.018619084561675717,0.019536945238234092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
36,1.0,0.0,1.0,1.0,0.10435716264893322,0.10435716264893322,7.0,0.991571641051066,0.24824233358264772,0.030500962267452032,0,0,0.013188518231186967,0.030500962267452032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
37,3.0,2.0,1.0,1.0,0.3221113881961762,0.3221113881961762,1.0,0.9910758552305404,0.4653168073512127,0.11891292937540095,1,0,0.03646237393328161,0.11891292937540095,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
38,3.0,2.0,1.0,1.0,0.3271335550013854,0.3271335550013854,1.0,0.9920674268715914,0.4072657335185383,0.07797282323438502,1,0,0.003878975950349108,0.07797282323438502,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
39,3.0,2.0,1.0,2.0,0.3791216403435854,0.31133970628983093,1.0,0.9955379276152702,0.8638957153542045,0.09191112147897591,1,0,0.008533747090768037,0.09191112147897591,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
40,2.0,2.0,1.0,1.0,0.25245912995289554,0.20805624826821834,1.0,0.9950421417947447,0.4324393631798269,0.02315273808829533,1,0,0.0007757951900698216,0.02315273808829533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
41,2.0,2.0,1.0,1.0,0.2375658077029648,0.19513715710723192,1.0,0.993554784333168,0.3302596431242654,0.03534145914737272,1,0,0.0062063615205585725,0.03534145914737272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
42,2.0,1.0,1.0,1.0,0.2861249653643668,0.2861249653643668,1.0,0.9980168567178979,0.1578053210813121,0.06310141715752027,0,0,0.0,0.06310141715752027,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
43,2.0,1.0,1.0,1.0,0.19153505126073703,0.19153505126073703,1.0,0.9890927119484383,0.2666417352281227,0.11255613226803522,1,0,0.0643910007757952,0.11255613226803522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
44,3.0,2.0,1.0,1.0,0.284012191742865,0.25041562759767244,7.0,0.993554784333168,0.2762474623357196,0.00530705079605762,0,0,0.0062063615205585725,0.00530705079605762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
45,3.0,2.0,1.0,2.0,0.37406483790523687,0.37406483790523687,7.0,0.991571641051066,0.19787370445560423,0.09593514900565697,1,0,0.017843289371605897,0.09593514900565697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
46,2.0,1.0,1.0,1.0,0.19402881684677195,0.16257966195622053,1.0,0.9905800694100149,0.46157709156961213,0.05079605761940864,0,0,0.017067494181536073,0.05079605761940864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
47,2.0,1.0,1.0,1.0,0.22218758658908286,0.22218758658908286,1.0,0.9940505701536936,0.48803290949887806,0.014929725316381875,0,0,0.0023273855702094647,0.014929725316381875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
48,2.0,1.0,1.0,1.0,0.14966057079523412,0.13307010252147408,6.0,0.9900842835894893,0.3412544075221712,0.015804513909138625,0,0,0.007757951900698216,0.015804513909138625,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
49,2.0,1.0,1.0,1.0,0.19486007204211692,0.17671100027708506,8.0,0.991571641051066,0.28488086334010043,0.03405843587799615,1,0,0.003878975950349108,0.03405843587799615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
50,2.0,1.0,1.0,1.0,0.15956636187309503,0.13161540592962037,9.0,0.9920674268715914,0.3015065712148734,0.048230011080655506,0,0,0.017067494181536073,0.048230011080655506,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
51,2.0,1.0,1.0,1.0,0.13854253255749513,0.13854253255749513,6.0,0.991571641051066,0.2738006197243295,0.06310141715752027,0,0,0.0,0.06310141715752027,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
52,3.0,2.0,1.0,1.0,0.32903851482405094,0.2966195622055971,9.0,0.9900842835894893,0.2362004487658938,0.05546159678077798,1,0,0.013964313421256789,0.05546159678077798,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
53,3.0,2.0,1.0,1.0,0.30659462454973674,0.2741756719312829,7.0,0.991571641051066,0.1931402927663212,0.08491281273692192,1,0,0.019394879751745538,0.08491281273692192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
54,2.0,2.0,1.0,1.0,0.20933776669437515,0.16611249653643667,1.0,0.991571641051066,0.23654236563735442,0.02455239983670613,1,0,0.005430566330488751,0.02455239983670613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
55,3.0,2.0,1.0,1.0,0.30721806594624546,0.26551676364643945,7.0,0.991571641051066,0.1867186665242013,0.02717676561497638,0,0,0.007757951900698216,0.02717676561497638,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
56,2.0,1.0,1.0,1.0,0.2123164311443613,0.1711000277085065,9.0,0.991571641051066,0.30504327385404423,0.02880970432145565,1,0,0.0023273855702094647,0.02880970432145565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
57,3.0,2.0,1.0,1.0,0.26101413133832085,0.24009420892213906,8.0,0.991571641051066,0.24104070947750827,0.025135592231877297,0,0,0.013188518231186967,0.025135592231877297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
58,2.0,1.0,1.0,1.0,0.28796065392075365,0.23091576614020504,1.0,0.9985126425384234,0.15230259643124266,0.025893742345599813,0,0,0.0007757951900698216,0.025893742345599813,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
59,2.0,1.0,1.0,1.0,0.3047589359933499,0.2503809919645331,1.0,0.9960337134357957,0.2950849449727535,0.1253863649618009,1,0,0.026377036462373934,0.1253863649618009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
60,2.0,1.0,1.0,1.0,0.1987392629537268,0.17958575782765307,8.0,0.991571641051066,0.3016668447483706,0.021811395579401646,0,0,0.007757951900698216,0.021811395579401646,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
