,House_door_model,architecture_acreage,within_acreage,Building_head,decorate_situation,heating_method,period_int,floor,Family_structure,building_types,building_age,building_structure,Ladder_household_proportion,Equipped_elevator,house_id,listing_time,house_age,Trading_ownership,usage_house,houseing_belog,house_site,bargain_time,bargain_price,unit_price,listing_price,bargain_day_num,adjust_price,take_look,attention,view_count
0,2室1厅1厨1卫        ,63㎡          ,暂无数据         ,东南   ,简装     ,        ,70年           ,中楼层(共9层)          ,暂无数据              ,塔楼       ,2003 ,钢混结构  ,一梯六户           ,无           ,108400068910          ,2018-09-18         ,暂无数据       ,商品房          ,普通住宅          ,非共有           ,天鹅花苑 2室1厅 63平米,2018.10.26 成交,195,30953,210,39,0,0,0,暂无数据
1,3室2厅1厨2卫        ,100.34㎡          ,89㎡         ,南   ,简装     ,        ,70年           ,中楼层(共9层)          ,暂无数据              ,塔楼       ,1992 ,钢混结构  ,一梯两户           ,暂无数据           ,108400073672          ,2018-09-23         ,暂无数据       ,商品房          ,普通住宅          ,非共有           ,大沙头路11号大院 3室2厅 100.34平米,2018.10.27 成交,360,35879,400,34,0,0,0,143
2,2室1厅1厨1卫        ,39㎡          ,暂无数据         ,北   ,精装     ,        ,70年           ,高楼层(共23层)          ,平层              ,塔楼       ,2004 ,钢混结构  ,两梯十七户           ,有           ,108200024133          ,2017-06-12         ,暂无数据       ,商品房          ,普通住宅          ,非共有           ,东方都会广场 2室1厅 39平米,2018.10.28 成交,250,64103,265,504,1,0,47,1908
3,3室2厅1厨1卫        ,83㎡          ,暂无数据         ,南   ,其他     ,        ,70年           ,高楼层(共7层)          ,暂无数据              ,塔楼       ,未知 ,钢混结构  ,一梯三户           ,无           ,108400078094          ,2018-09-29         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,万丰路 3室2厅 83平米,2018.10.27 成交,163,19639,168,28,0,0,0,暂无数据
4,3室2厅1厨2卫        ,124.5㎡          ,103.4㎡         ,南   ,简装     ,        ,70年           ,低楼层(共16层)          ,暂无数据              ,塔楼       ,2002 ,钢混结构  ,一梯八户           ,有           ,108400065713          ,2018-09-14         ,满五年       ,商品房          ,普通住宅          ,共有           ,东方花园又一居 3室2厅 124.5平米,2018.10.27 成交,365,29318,375,43,1,0,6,879
5,2室2厅1厨1卫        ,76.61㎡          ,64.88㎡         ,西南   ,简装     ,        ,70年           ,中楼层(共25层)          ,平层              ,塔楼       ,1999 ,钢混结构  ,两梯八户           ,有           ,108200004499          ,2018-03-18         ,暂无数据       ,商品房          ,普通住宅          ,非共有           ,荔港南湾 2室2厅 76.61平米,2018.10.27 成交,260,33939,266,223,1,0,73,2005
6,3室2厅1厨1卫        ,80.16㎡          ,68.54㎡         ,南   ,简装     ,        ,70年           ,高楼层(共9层)          ,暂无数据              ,塔楼       ,2004 ,钢混结构  ,一梯七户           ,有           ,108400010027          ,2018-07-12         ,满五年       ,商品房          ,普通住宅          ,共有           ,新燕花园 3室2厅 80.16平米,2018.10.27 成交,350.5,43726,380,107,1,0,11,1590
7,2室1厅1厨1卫        ,53.94㎡          ,暂无数据         ,南   ,其他     ,        ,70年           ,低楼层(共6层)          ,暂无数据              ,板楼       ,1990 ,钢混结构  ,一梯两户           ,无           ,108400045541          ,2018-08-21         ,满五年       ,商品房          ,普通住宅          ,非共有           ,东风东路水均大街 2室1厅 53.94平米,2018.10.27 成交,246.5,45699,255,68,1,0,36,1374
8,2室1厅1厨1卫        ,68㎡          ,暂无数据         ,东南   ,其他     ,        ,70年           ,中楼层(共9层)          ,暂无数据              ,塔楼       ,1998 ,钢混结构  ,一梯三户           ,无           ,108400111258          ,2018-10-25         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,金宇花园 2室1厅 68平米,2018.10.27 成交,179,26324,185,2,0,0,0,暂无数据
9,1室1厅1厨1卫        ,33.67㎡          ,暂无数据         ,南   ,其他     ,        ,70年           ,高楼层(共7层)          ,暂无数据              ,塔楼       ,1993 ,钢混结构  ,一梯六户           ,无           ,108400109445          ,2018-10-24         ,满五年       ,商品房          ,普通住宅          ,非共有           ,西兴苑 1室1厅 33.67平米,2018.10.27 成交,65,19306,68,4,0,0,8,99
10,1室1厅1厨1卫        ,46㎡          ,暂无数据         ,东   ,其他     ,        ,70年           ,中楼层(共9层)          ,暂无数据              ,塔楼       ,1999 ,钢混结构  ,一梯六户           ,无           ,108400102844          ,2018-10-19         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,东鹏花园三期 1室1厅 46平米,2018.10.28 成交,113,24566,115,9,0,0,0,暂无数据
11,2室2厅1厨1卫        ,89㎡          ,70.48㎡         ,西   ,其他     ,        ,70年           ,高楼层(共16层)          ,暂无数据              ,塔楼       ,2012 ,钢混结构  ,两梯四户           ,有           ,108400068669          ,2018-09-18         ,满五年       ,商品房          ,普通住宅          ,非共有           ,宝翠园 2室2厅 89平米,2018.10.27 成交,378,42472,390,39,1,0,0,190
12,2室2厅1厨1卫        ,83.52㎡          ,暂无数据         ,西   ,其他     ,        ,70年           ,中楼层(共31层)          ,平层              ,塔楼       ,2008 ,钢混结构  ,三梯九户           ,有           ,108200000593          ,2018-01-21         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,金东环大厦 2室2厅 83.52平米,2018.10.27 成交,576.5,69026,588,280,1,0,11,2098
13,2室1厅1厨1卫        ,52.86㎡          ,46.95㎡         ,南 西北 北   ,其他     ,        ,70年           ,低楼层(共9层)          ,平层              ,塔楼       ,2000 ,钢混结构  ,一梯五户           ,无           ,108400027149          ,2018-08-01         ,满五年       ,商品房          ,普通住宅          ,共有           ,百荣园 2室1厅 52.86平米,2018.10.27 成交,165,31215,175,88,1,0,50,2055
14,2室2厅1厨1卫        ,69.2㎡          ,54.78㎡         ,北   ,简装     ,        ,70年           ,中楼层(共11层)          ,暂无数据              ,塔楼       ,未知 ,钢混结构  ,一梯四户           ,有           ,108400088814          ,2018-10-13         ,暂无数据       ,商品房          ,普通住宅          ,共有           ,盛恒家园 2室2厅 69.2平米,2018.10.28 成交,174,25145,180,15,0,0,7,206
15,3室2厅1厨2卫        ,92㎡          ,暂无数据         ,西南   ,简装     ,        ,70年           ,中楼层(共19层)          ,平层              ,塔楼       ,2005 ,钢混结构  ,一梯六户           ,有           ,108200023314          ,2018-04-27         ,暂无数据       ,商品房          ,普通住宅          ,非共有           ,番禺海伦堡花样年华一期 3室2厅 92平米,2018.10.28 成交,268,29131,270,184,1,0,30,1754
16,3室1厅1厨1卫        ,85.94㎡          ,暂无数据         ,东   ,其他     ,        ,70年           ,中楼层(共9层)          ,暂无数据              ,塔楼       ,未知 ,钢混结构  ,一梯两户           ,无           ,108400035575          ,2018-08-10         ,暂无数据       ,商品房          ,商住两用          ,非共有           ,水荫路 3室1厅 85.94平米,2018.10.28 成交,370,43054,390,79,1,0,3,1449
17,2室1厅1厨1卫        ,56㎡          ,暂无数据         ,东 西   ,简装     ,        ,70年           ,高楼层(共18层)          ,平层              ,塔楼       ,2006 ,钢混结构  ,两梯八户           ,有           ,108200022402          ,2017-12-31         ,暂无数据       ,商品房          ,普通住宅          ,共有           ,泓景花园 2室1厅 56平米,2018.10.28 成交,330,58929,340,301,1,0,135,2950
18,2室1厅1厨1卫        ,76.07㎡          ,58.11㎡         ,南   ,精装     ,        ,70年           ,高楼层(共18层)          ,暂无数据              ,塔楼       ,未知 ,钢混结构  ,一梯四户           ,暂无数据           ,108400066207          ,2018-09-15         ,暂无数据       ,商品房          ,普通住宅          ,非共有           ,亚运城媒体南村 2室1厅 76.07平米,2018.10.28 成交,230,30236,235,44,1,0,9,433
19,1室1厅1厨1卫        ,30㎡          ,暂无数据         ,东南   ,其他     ,        ,70年           ,中楼层(共8层)          ,暂无数据              ,塔楼       ,1999 ,钢混结构  ,一梯二十五户           ,有           ,108400108934          ,2018-10-24         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,利都大厦 1室1厅 30平米,2018.10.28 成交,58,19334,60,5,0,0,0,暂无数据
20,2室1厅1厨1卫        ,51.38㎡          ,45㎡         ,西   ,简装     ,        ,70年           ,中楼层(共10层)          ,暂无数据              ,塔楼       ,1999 ,钢混结构  ,一梯九户           ,无           ,108400043640          ,2018-08-19         ,满五年       ,商品房          ,普通住宅          ,非共有           ,海意名苑 2室1厅 51.38平米,2018.10.28 成交,175,34060,182,70,1,0,95,2309
21,2室1厅1厨1卫        ,58.79㎡          ,暂无数据         ,西南   ,其他     ,        ,70年           ,低楼层(共13层)          ,暂无数据              ,塔楼       ,2000 ,钢混结构  ,三梯二十六户           ,有           ,108400089736          ,2018-10-14         ,满两年       ,商品房          ,普通住宅          ,共有           ,万科爱地住宅区 2室1厅 58.79平米,2018.10.28 成交,174,29597,175,14,1,0,18,495
22,3室2厅1厨1卫        ,87.62㎡          ,暂无数据         ,南   ,精装     ,        ,70年           ,高楼层(共32层)          ,平层              ,塔楼       ,2014 ,钢混结构  ,三梯六户           ,有           ,108400097234          ,2018-10-16         ,满两年       ,商品房          ,普通住宅          ,非共有           ,祈福新村祈福名都 3室2厅 87.62平米,2018.10.28 成交,346,39489,360,12,1,0,2,198
23,2室2厅1厨1卫        ,84㎡          ,暂无数据         ,南   ,精装     ,        ,70年           ,中楼层(共18层)          ,平层              ,塔楼       ,未知 ,钢混结构  ,一梯四户           ,暂无数据           ,108200014860          ,2018-01-10         ,暂无数据       ,商品房          ,普通住宅          ,非共有           ,亚运城媒体北村 2室2厅 84平米,2018.10.24 成交,235,27977,240,287,1,0,59,917
24,1室1厅1厨1卫        ,45.38㎡          ,38㎡         ,北   ,其他     ,        ,70年           ,中楼层(共20层)          ,暂无数据              ,塔楼       ,1997 ,钢混结构  ,两梯十户           ,有           ,108400018816          ,2018-07-22         ,满五年       ,商品房          ,普通住宅          ,非共有           ,越秀花苑大厦 1室1厅 45.38平米,2018.10.24 成交,200,44073,255,94,1,0,10,1709
25,1室1厅1厨1卫        ,47.6㎡          ,33.61㎡         ,东南   ,其他     ,        ,50年           ,中楼层(共22层)          ,暂无数据              ,塔楼       ,2015 ,钢混结构  ,两梯三十三户           ,有           ,108400053996          ,2018-09-01         ,暂无数据       ,商品房          ,商住两用          ,非共有           ,奥园城市天地 1室1厅 47.6平米,2018.10.24 成交,113.5,23845,120,54,1,0,7,1102
26,2室1厅1厨1卫        ,48.4㎡          ,40.7㎡         ,东   ,其他     ,        ,70年           ,高楼层(共7层)          ,暂无数据              ,塔楼       ,未知 ,钢混结构  ,一梯四户           ,暂无数据           ,108200015354          ,2018-04-02         ,满五年       ,商品房          ,普通住宅          ,非共有           ,工业路 2室1厅 48.4平米,2018.10.24 成交,68,14050,70,206,1,0,277,2474
27,1室1厅1厨1卫        ,40.97㎡          ,暂无数据         ,东 南 北   ,其他     ,        ,70年           ,中楼层(共8层)          ,暂无数据              ,塔楼       ,未知 ,钢混结构  ,一梯四户           ,无           ,108400101618          ,2018-10-18         ,满五年       ,商品房          ,普通住宅          ,非共有           ,荔湾路92号大院 1室1厅 40.97平米,2018.10.24 成交,134.5,32829,138,6,0,0,5,108
28,3室2厅1厨2卫        ,102㎡          ,暂无数据         ,北   ,精装     ,        ,70年           ,中楼层(共4层)          ,平层              ,板楼       ,1995 ,钢混结构  ,一梯一户           ,无           ,108200005529          ,2018-06-13         ,暂无数据       ,商品房          ,普通住宅          ,非共有           ,祈福新村湖景居 3室2厅 102平米,2018.10.24 成交,235,23040,270,133,1,0,30,2175
29,3室2厅1厨1卫        ,100㎡          ,89.6㎡         ,北   ,其他     ,        ,70年           ,中楼层(共9层)          ,平层              ,塔楼       ,1998 ,钢混结构  ,一梯四户           ,无           ,108400006656          ,2018-07-07         ,暂无数据       ,商品房          ,普通住宅          ,共有           ,绿佳花园 3室2厅 100平米,2018.10.24 成交,303,30300,329,109,1,0,23,1862
30,2室2厅1厨1卫        ,64.41㎡          ,52.5㎡         ,东   ,简装     ,        ,70年           ,高楼层(共7层)          ,平层              ,暂无数据       ,未知 ,钢混结构  ,一梯两户           ,暂无数据           ,108400065420          ,2018-09-14         ,满两年       ,商品房          ,普通住宅          ,非共有           ,北桥路 2室2厅 64.41平米,2018.10.24 成交,115.5,17932,122,41,1,0,90,1158
31,2室1厅1厨1卫        ,84.47㎡          ,暂无数据         ,西南   ,简装     ,        ,70年           ,高楼层(共15层)          ,平层              ,塔楼       ,2000 ,钢混结构  ,两梯六户           ,有           ,108200021264          ,2018-06-28         ,暂无数据       ,商品房          ,普通住宅          ,非共有           ,天润大厦 2室1厅 84.47平米,2018.10.24 成交,283,33504,290,119,1,0,45,1904
32,3室2厅2厨2卫        ,111.59㎡          ,90.35㎡         ,西南   ,精装     ,        ,70年           ,高楼层(共31层)          ,暂无数据              ,塔楼       ,2007 ,钢混结构  ,三梯七户           ,有           ,108400021914          ,2018-07-26         ,暂无数据       ,商品房          ,普通住宅          ,非共有           ,隽园 3室2厅 111.59平米,2018.10.24 成交,710,63626,748,91,1,0,10,1376
33,3室2厅1厨1卫        ,86.5㎡          ,75.76㎡         ,南   ,其他     ,        ,70年           ,低楼层(共8层)          ,暂无数据              ,塔楼       ,2002 ,钢混结构  ,一梯三户           ,无           ,108400091305          ,2018-10-16         ,满五年       ,商品房          ,普通住宅          ,非共有           ,富华园 3室2厅 86.5平米,2018.10.24 成交,195,22544,198,9,0,0,9,234
34,1室0厅1厨1卫        ,38.86㎡          ,暂无数据         ,西   ,其他     ,        ,70年           ,低楼层(共29层)          ,暂无数据              ,塔楼       ,2002 ,钢混结构  ,三梯二十一户           ,有           ,108400103125          ,2018-10-20         ,满五年       ,商品房          ,普通住宅          ,非共有           ,鸿翔大厦 1室0厅 38.86平米,2018.10.24 成交,220,56614,230,5,1,0,6,98
35,1室1厅1厨1卫        ,35.27㎡          ,暂无数据         ,南   ,简装     ,        ,70年           ,高楼层(共6层)          ,暂无数据              ,塔楼       ,1999 ,钢混结构  ,一梯三户           ,无           ,108400102160          ,2018-10-19         ,满五年       ,商品房          ,普通住宅          ,非共有           ,文船生活区东区 1室1厅 35.27平米,2018.10.24 成交,65,18430,65,6,1,0,24,335
36,1室0厅1厨1卫        ,30.13㎡          ,暂无数据         ,西北   ,其他     ,        ,70年           ,高楼层(共7层)          ,暂无数据              ,塔楼       ,未知 ,钢混结构  ,一梯五户           ,暂无数据           ,108400079306          ,2018-10-01         ,暂无数据       ,商品房          ,普通住宅          ,非共有           ,百兴苑 1室0厅 30.13平米,2018.10.25 成交,70,23233,70,24,0,0,17,523
37,3室2厅1厨1卫        ,93㎡          ,暂无数据         ,东北   ,其他     ,        ,70年           ,高楼层(共28层)          ,平层              ,塔楼       ,1999 ,钢混结构  ,两梯八户           ,有           ,108200005596          ,2018-01-10         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,世纪广场 3室2厅 93平米,2018.10.25 成交,405,43549,415,288,1,0,47,2039
38,3室2厅1厨1卫        ,94.45㎡          ,暂无数据         ,东北   ,其他     ,        ,70年           ,中楼层(共11层)          ,平层              ,塔楼       ,2001 ,钢混结构  ,一梯八户           ,有           ,108400049828          ,2018-08-26         ,满两年       ,商品房          ,普通住宅          ,共有           ,景泰名苑 3室2厅 94.45平米,2018.10.25 成交,360,38116,375,60,1,0,5,1337
39,3室2厅1厨2卫        ,109.46㎡          ,89.89㎡         ,北   ,精装     ,        ,70年           ,中楼层(共32层)          ,暂无数据              ,塔楼       ,2008 ,钢混结构  ,三梯八户           ,有           ,108200002761          ,2018-02-26         ,满五年       ,商品房          ,普通住宅          ,非共有           ,保利心语花园 3室2厅 109.46平米,2018.10.25 成交,885,80852,920,241,1,0,11,1576
40,2室2厅1厨1卫        ,72.89㎡          ,60.07㎡         ,南   ,其他     ,        ,70年           ,高楼层(共33层)          ,平层              ,塔楼       ,2007 ,钢混结构  ,两梯八户           ,有           ,108400079557          ,2018-10-01         ,满五年       ,商品房          ,普通住宅          ,非共有           ,金碧领秀国际 2室2厅 72.89平米,2018.10.24 成交,295,40472,298,23,1,0,1,397
41,2室2厅1厨1卫        ,68.59㎡          ,56.34㎡         ,西北   ,简装     ,        ,70年           ,高楼层(共15层)          ,暂无数据              ,塔楼       ,2004 ,钢混结构  ,一梯四户           ,有           ,108400074787          ,2018-09-26         ,满五年       ,商品房          ,普通住宅          ,非共有           ,云天翠庭 2室2厅 68.59平米,2018.10.25 成交,212,30909,240,30,1,0,8,606
42,2室1厅1厨1卫        ,82.61㎡          ,暂无数据         ,北   ,其他     ,        ,70年           ,中楼层(共18层)          ,暂无数据              ,塔楼       ,2013 ,钢混结构  ,两梯八户           ,有           ,108400091217          ,2018-10-16         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,富力金港城东区 2室1厅 82.61平米,2018.10.22 成交,122,14769,122,6,0,0,0,暂无数据
43,2室1厅1厨1卫        ,55.3㎡          ,暂无数据         ,西北   ,其他     ,        ,70年           ,中楼层(共14层)          ,平层              ,塔楼       ,1995 ,钢混结构  ,两梯十三户           ,有           ,108200015429          ,2018-02-24         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,白云花园白云大厦 2室1厅 55.3平米,2018.10.22 成交,138,24955,150,240,1,0,83,1930
44,3室2厅1厨1卫        ,82㎡          ,72.3㎡         ,南   ,精装     ,        ,70年           ,中楼层(共7层)          ,暂无数据              ,塔楼       ,2004 ,钢混结构  ,一梯四户           ,无           ,108400102374          ,2018-10-19         ,满五年       ,商品房          ,普通住宅          ,非共有           ,东华花园 3室2厅 82平米,2018.10.22 成交,212,25854,215,4,0,0,8,91
45,3室2厅1厨2卫        ,108㎡          ,暂无数据         ,南 北   ,其他     ,        ,70年           ,中楼层(共7层)          ,平层              ,塔楼       ,2000 ,钢混结构  ,一梯两户           ,暂无数据           ,108200020540          ,2018-06-25         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,华月苑 3室2厅 108平米,2018.10.22 成交,200,18519,225,119,1,0,23,1645
46,2室1厅1厨1卫        ,56.02㎡          ,46.94㎡         ,西   ,精装     ,        ,70年           ,高楼层(共16层)          ,暂无数据              ,塔楼       ,1998 ,钢混结构  ,两梯八户           ,有           ,108400058579          ,2018-09-06         ,暂无数据       ,商品房          ,普通住宅          ,共有           ,天力居 2室1厅 56.02平米,2018.10.22 成交,242,43199,245,47,0,0,22,871
47,2室1厅1厨1卫        ,64.15㎡          ,暂无数据         ,东   ,其他     ,        ,70年           ,中楼层(共25层)          ,暂无数据              ,塔楼       ,2005 ,钢混结构  ,两梯十一户           ,有           ,108400087303          ,2018-10-11         ,满五年       ,商品房          ,普通住宅          ,非共有           ,富力广场D区 2室1厅 64.15平米,2018.10.22 成交,293,45675,320,11,0,0,3,256
48,2室1厅1厨1卫        ,43.21㎡          ,38.42㎡         ,东南   ,其他     ,        ,70年           ,高楼层(共6层)          ,平层              ,塔楼       ,1997 ,钢混结构  ,一梯八户           ,无           ,108400089747          ,2018-10-14         ,满五年       ,商品房          ,普通住宅          ,共有           ,东鹏花园二期 2室1厅 43.21平米,2018.10.22 成交,138,31938,140,8,0,0,10,271
49,2室1厅1厨1卫        ,56.26㎡          ,51.02㎡         ,南   ,其他     ,        ,70年           ,中楼层(共8层)          ,暂无数据              ,塔楼       ,未知 ,钢混结构  ,一梯两户           ,无           ,108400073715          ,2018-09-23         ,满两年       ,商品房          ,普通住宅          ,非共有           ,白云大道南 2室1厅 56.26平米,2018.10.22 成交,150,26662,155,29,1,0,5,584
50,2室1厅1厨1卫        ,46.07㎡          ,38㎡         ,东   ,其他     ,        ,70年           ,高楼层(共9层)          ,平层              ,塔楼       ,2001 ,钢混结构  ,一梯八户           ,无           ,108400073164          ,2018-09-23         ,暂无数据       ,商品房          ,普通住宅          ,共有           ,金兰苑 2室1厅 46.07平米,2018.10.22 成交,130,28218,130,30,0,0,22,827
51,2室1厅1厨1卫        ,40㎡          ,暂无数据         ,北   ,其他     ,        ,70年           ,低楼层(共6层)          ,暂无数据              ,板楼       ,未知 ,钢混结构  ,一梯四户           ,暂无数据           ,108400084600          ,2018-10-08         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,鹤洞路鹤建里 2室1厅 40平米,2018.10.22 成交,102.5,25625,110,15,0,0,0,暂无数据
52,3室2厅1厨1卫        ,95㎡          ,85.64㎡         ,东南   ,其他     ,        ,70年           ,中楼层(共9层)          ,暂无数据              ,塔楼       ,1997 ,钢混结构  ,一梯五户           ,无           ,108400066134          ,2018-09-15         ,满两年       ,商品房          ,普通住宅          ,共有           ,春鸿居 3室2厅 95平米,2018.10.22 成交,210,22106,210,38,1,0,18,951
53,3室2厅1厨1卫        ,88.52㎡          ,79.16㎡         ,南   ,简装     ,        ,70年           ,低楼层(共7层)          ,暂无数据              ,塔楼       ,未知 ,钢混结构  ,一梯四户           ,无           ,108400051002          ,2018-08-28         ,满五年       ,商品房          ,普通住宅          ,共有           ,宏康花园四期康慧苑 3室2厅 88.52平米,2018.10.22 成交,160,18076,165,56,1,0,25,1456
54,2室2厅1厨1卫        ,60.44㎡          ,47.96㎡         ,南   ,其他     ,        ,70年           ,高楼层(共27层)          ,暂无数据              ,塔楼       ,未知 ,钢混结构  ,一梯十户           ,暂无数据           ,108400078736          ,2018-09-30         ,暂无数据       ,商品房          ,普通住宅          ,共有           ,祈福万景峰 2室2厅 60.44平米,2018.10.22 成交,133.8,22138,136,22,1,0,7,421
55,3室2厅1厨1卫        ,88.7㎡          ,76.66㎡         ,东南   ,其他     ,        ,70年           ,高楼层(共7层)          ,暂无数据              ,塔楼       ,未知 ,钢混结构  ,一梯四户           ,无           ,108400079540          ,2018-10-01         ,满五年       ,商品房          ,普通住宅          ,共有           ,光明南路 3室2厅 88.7平米,2018.10.22 成交,155,17475,160,21,0,0,10,466
56,2室1厅1厨1卫        ,61.3㎡          ,49.4㎡         ,东   ,简装     ,        ,70年           ,高楼层(共9层)          ,暂无数据              ,塔楼       ,未知 ,钢混结构  ,一梯五户           ,暂无数据           ,108400003996          ,2018-07-04         ,满两年       ,商品房          ,普通住宅          ,共有           ,远景工商局宿舍 2室1厅 61.3平米,2018.10.22 成交,175,28549,180,110,1,0,3,494
57,3室2厅1厨1卫        ,75.36㎡          ,69.32㎡         ,东   ,其他     ,        ,70年           ,中楼层(共8层)          ,暂无数据              ,塔楼       ,未知 ,钢混结构  ,一梯四户           ,无           ,108400085429          ,2018-10-09         ,满两年       ,商品房          ,普通住宅          ,共有           ,永泰新村 3室2厅 75.36平米,2018.10.22 成交,170,22559,170,14,0,0,17,431
58,2室1厅1厨1卫        ,83.14㎡          ,66.67㎡         ,北   ,其他     ,        ,70年           ,高楼层(共11层)          ,暂无数据              ,塔楼       ,2014 ,钢混结构  ,一梯四户           ,有           ,108400082282          ,2018-10-05         ,暂无数据       ,商品房          ,普通住宅          ,非共有           ,富力金港城东区 2室1厅 83.14平米,2018.10.22 成交,118.5,14254,120,18,0,0,1,444
59,2室1厅1厨1卫        ,87.99㎡          ,72.29㎡         ,东北   ,其他     ,        ,70年           ,高楼层(共18层)          ,平层              ,塔楼       ,2009 ,钢混结构  ,两梯四户           ,有           ,108200004413          ,2018-03-23         ,满两年       ,商品房          ,普通住宅          ,非共有           ,富力城南区 2室1厅 87.99平米,2018.10.22 成交,243,27617,250,214,1,0,34,2150
60,2室1厅1厨1卫        ,57.38㎡          ,51.85㎡         ,东 西 北   ,其他     ,        ,70年           ,高楼层(共8层)          ,暂无数据              ,塔楼       ,未知 ,钢混结构  ,一梯四户           ,无           ,108400087956          ,2018-10-12         ,满两年       ,商品房          ,普通住宅          ,共有           ,六榕路 2室1厅 57.38平米,2018.10.19 成交,162,28233,165,8,0,0,10,374
61,2室1厅1厨1卫        ,70.98㎡          ,64.13㎡         ,东南   ,其他     ,        ,70年           ,中楼层(共5层)          ,暂无数据              ,板楼       ,1995 ,钢混结构  ,一梯四户           ,无           ,108400018493          ,2018-07-21         ,满两年       ,商品房          ,普通住宅          ,非共有           ,民航小区向云新街 2室1厅 70.98平米,2018.10.20 成交,210.5,29657,220,91,1,0,24,2251
62,2室1厅1厨1卫        ,70.98㎡          ,暂无数据         ,北   ,其他     ,        ,70年           ,高楼层(共9层)          ,平层              ,塔楼       ,1993 ,钢混结构  ,一梯四户           ,无           ,108200007477          ,2018-04-02         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,金钟横路锦翠苑 2室1厅 70.98平米,2018.10.19 成交,175,24655,175,200,1,0,21,2183
63,2室1厅0厨1卫        ,49.01㎡          ,39.08㎡         ,东 北   ,精装     ,        ,70年           ,中楼层(共24层)          ,平层              ,塔楼       ,2005 ,钢混结构  ,两梯七户           ,有           ,108400050613          ,2018-08-27         ,满五年       ,商品房          ,普通住宅          ,非共有           ,南国嘉园 2室1厅 49.01平米,2018.10.20 成交,232,47338,235,54,1,0,80,1984
64,1室0厅1厨1卫        ,22.04㎡          ,19.26㎡         ,西   ,简装     ,        ,70年           ,中楼层(共4层)          ,平层              ,板楼       ,未知 ,钢混结构  ,一梯一户           ,无           ,108400057009          ,2018-09-04         ,满两年       ,商品房          ,普通住宅          ,非共有           ,人民中路 1室0厅 22.04平米,2018.10.20 成交,69,31307,78,46,1,0,139,3047
65,2室1厅1厨1卫        ,65㎡          ,55.11㎡         ,东   ,其他     ,        ,70年           ,中楼层(共14层)          ,暂无数据              ,塔楼       ,未知 ,钢混结构  ,一梯四户           ,暂无数据           ,108400051618          ,2018-08-29         ,满五年       ,商品房          ,普通住宅          ,非共有           ,流花雅轩 2室1厅 65平米,2018.10.20 成交,275,42308,338,52,0,0,5,1068
66,3室2厅1厨1卫        ,76.63㎡          ,暂无数据         ,南   ,精装     ,        ,70年           ,高楼层(共8层)          ,平层              ,塔楼       ,未知 ,钢混结构  ,一梯六户           ,无           ,108200015252          ,2018-02-03         ,暂无数据       ,商品房          ,普通住宅          ,非共有           ,东风东路水均大街 3室2厅 76.63平米,2018.10.20 成交,325,42412,335,259,1,0,66,2308
67,2室1厅1厨1卫        ,42.87㎡          ,38.67㎡         ,东 西   ,其他     ,        ,70年           ,高楼层(共9层)          ,暂无数据              ,塔楼       ,未知 ,钢混结构  ,一梯三户           ,暂无数据           ,108400071722          ,2018-09-21         ,满五年       ,商品房          ,普通住宅          ,共有           ,海珠北路 2室1厅 42.87平米,2018.10.20 成交,159,37089,165,30,0,0,52,980
68,2室1厅1厨1卫        ,53㎡          ,暂无数据         ,南   ,其他     ,        ,70年           ,中楼层(共8层)          ,暂无数据              ,塔楼       ,1998 ,钢混结构  ,一梯四户           ,无           ,108400074689          ,2018-09-25         ,暂无数据       ,商品房          ,普通住宅          ,暂无数据           ,同德花园同雅北街 2室1厅 53平米,2018.10.20 成交,143,26982,145,26,0,0,0,暂无数据
69,1室1厅1厨1卫        ,30.31㎡          ,暂无数据         ,南   ,其他     ,        ,70年           ,高楼层(共9层)          ,暂无数据              ,塔楼       ,1997 ,钢混结构  ,一梯四户           ,无           ,108400080250          ,2018-10-02         ,暂无数据       ,商品房          ,普通住宅          ,非共有           ,嘉景园 1室1厅 30.31平米,2018.10.20 成交,65,21446,70,18,0,0,9,394
70,2室1厅1厨1卫        ,79.1㎡          ,71.9㎡         ,东南   ,简装     ,        ,70年           ,低楼层(共8层)          ,暂无数据              ,塔楼       ,1998 ,钢混结构  ,一梯四户           ,无           ,108400042319          ,2018-08-18         ,满两年       ,商品房          ,普通住宅          ,共有           ,乙烯大院 2室1厅 79.1平米,2018.10.21 成交,238,30089,242,64,0,0,6,1453
