,house_室,house_厅,house_厨,house_卫,architecture_acreage_,within_acreage_,Building_head,decorate_situation,period_int,floor_楼,floor_层,Family_structure,building_types,building_age_,building_structure,Ladder_household_proportion,Equipped_elevator,house_age,Trading_ownership,usage_house,houseing_belog,bargain_price,unit_price,listing_price,bargain_day_num_,adjust_price,take_look,attention,view_count_
0,2.0,1.0,1.0,1.0,63.0,63.0,东南,简装,70年,中楼层,9.0,暂无数据,塔楼,2003,钢混结构,一梯六户,无,暂无数据,商品房,普通住宅,非共有,195.0,30953,210.0,1082.0,0,0,0,1082.0
1,3.0,2.0,1.0,2.0,100.34,89.0,南,简装,70年,中楼层,9.0,暂无数据,塔楼,1992,钢混结构,一梯两户,暂无数据,暂无数据,商品房,普通住宅,非共有,360.0,35879,400.0,143.0,0,0,0,143.0
2,2.0,1.0,1.0,1.0,39.0,39.0,北,精装,70年,底楼层,1.0,平层,塔楼,2004,钢混结构,两梯十七户,有,暂无数据,商品房,普通住宅,非共有,250.0,64103,265.0,1908.0,1,0,47,1908.0
3,3.0,2.0,1.0,1.0,83.0,83.0,南,其他,70年,高楼层,7.0,暂无数据,塔楼,2000,钢混结构,一梯三户,无,暂无数据,商品房,普通住宅,暂无数据,163.0,19639,168.0,1082.0,0,0,0,1082.0
4,3.0,2.0,1.0,2.0,124.5,103.4,南,简装,70年,底楼层,1.0,暂无数据,塔楼,2002,钢混结构,一梯八户,有,满五年,商品房,普通住宅,共有,365.0,29318,375.0,879.0,1,0,6,879.0
5,2.0,2.0,1.0,1.0,76.61,64.88,西南,简装,70年,底楼层,1.0,平层,塔楼,1999,钢混结构,两梯八户,有,暂无数据,商品房,普通住宅,非共有,260.0,33939,266.0,2005.0,1,0,73,2005.0
6,3.0,2.0,1.0,1.0,80.16,68.54,南,简装,70年,高楼层,9.0,暂无数据,塔楼,2004,钢混结构,一梯七户,有,满五年,商品房,普通住宅,共有,350.5,43726,380.0,1590.0,1,0,11,1590.0
7,2.0,1.0,1.0,1.0,53.94,53.94,南,其他,70年,低楼层,6.0,暂无数据,板楼,1990,钢混结构,一梯两户,无,满五年,商品房,普通住宅,非共有,246.5,45699,255.0,1374.0,1,0,36,1374.0
8,2.0,1.0,1.0,1.0,68.0,68.0,东南,其他,70年,中楼层,9.0,暂无数据,塔楼,1998,钢混结构,一梯三户,无,暂无数据,商品房,普通住宅,暂无数据,179.0,26324,185.0,1082.0,0,0,0,1082.0
9,1.0,1.0,1.0,1.0,33.67,33.67,南,其他,70年,高楼层,7.0,暂无数据,塔楼,1993,钢混结构,一梯六户,无,满五年,商品房,普通住宅,非共有,65.0,19306,68.0,99.0,0,0,8,99.0
10,1.0,1.0,1.0,1.0,46.0,46.0,东,其他,70年,中楼层,9.0,暂无数据,塔楼,1999,钢混结构,一梯六户,无,暂无数据,商品房,普通住宅,暂无数据,113.0,24566,115.0,1082.0,0,0,0,1082.0
11,2.0,2.0,1.0,1.0,89.0,70.48,西,其他,70年,底楼层,1.0,暂无数据,塔楼,2012,钢混结构,两梯四户,有,满五年,商品房,普通住宅,非共有,378.0,42472,390.0,190.0,1,0,0,190.0
12,2.0,2.0,1.0,1.0,83.52,83.52,西,其他,70年,底楼层,1.0,平层,塔楼,2008,钢混结构,三梯九户,有,暂无数据,商品房,普通住宅,暂无数据,576.5,69026,588.0,2098.0,1,0,11,2098.0
13,2.0,1.0,1.0,1.0,52.86,46.95,南 西北 北,其他,70年,低楼层,9.0,平层,塔楼,2000,钢混结构,一梯五户,无,满五年,商品房,普通住宅,共有,165.0,31215,175.0,2055.0,1,0,50,2055.0
14,2.0,2.0,1.0,1.0,69.2,54.78,北,简装,70年,底楼层,1.0,暂无数据,塔楼,2000,钢混结构,一梯四户,有,暂无数据,商品房,普通住宅,共有,174.0,25145,180.0,206.0,0,0,7,206.0
15,3.0,2.0,1.0,2.0,92.0,92.0,西南,简装,70年,底楼层,1.0,平层,塔楼,2005,钢混结构,一梯六户,有,暂无数据,商品房,普通住宅,非共有,268.0,29131,270.0,1754.0,1,0,30,1754.0
16,3.0,1.0,1.0,1.0,85.94,85.94,东,其他,70年,中楼层,9.0,暂无数据,塔楼,2000,钢混结构,一梯两户,无,暂无数据,商品房,商住两用,非共有,370.0,43054,390.0,1449.0,1,0,3,1449.0
17,2.0,1.0,1.0,1.0,56.0,56.0,东 西,简装,70年,底楼层,1.0,平层,塔楼,2006,钢混结构,两梯八户,有,暂无数据,商品房,普通住宅,共有,330.0,58929,340.0,2950.0,1,0,135,2950.0
18,2.0,1.0,1.0,1.0,76.07,58.11,南,精装,70年,底楼层,1.0,暂无数据,塔楼,2000,钢混结构,一梯四户,暂无数据,暂无数据,商品房,普通住宅,非共有,230.0,30236,235.0,433.0,1,0,9,433.0
19,1.0,1.0,1.0,1.0,30.0,30.0,东南,其他,70年,中楼层,8.0,暂无数据,塔楼,1999,钢混结构,一梯二十五户,有,暂无数据,商品房,普通住宅,暂无数据,58.0,19334,60.0,1082.0,0,0,0,1082.0
20,2.0,1.0,1.0,1.0,51.38,45.0,西,简装,70年,底楼层,1.0,暂无数据,塔楼,1999,钢混结构,一梯九户,无,满五年,商品房,普通住宅,非共有,175.0,34060,182.0,2309.0,1,0,95,2309.0
21,2.0,1.0,1.0,1.0,58.79,58.79,西南,其他,70年,底楼层,1.0,暂无数据,塔楼,2000,钢混结构,三梯二十六户,有,满两年,商品房,普通住宅,共有,174.0,29597,175.0,495.0,1,0,18,495.0
22,3.0,2.0,1.0,1.0,87.62,87.62,南,精装,70年,底楼层,1.0,平层,塔楼,2014,钢混结构,三梯六户,有,满两年,商品房,普通住宅,非共有,346.0,39489,360.0,198.0,1,0,2,198.0
23,2.0,2.0,1.0,1.0,84.0,84.0,南,精装,70年,底楼层,1.0,平层,塔楼,2000,钢混结构,一梯四户,暂无数据,暂无数据,商品房,普通住宅,非共有,235.0,27977,240.0,917.0,1,0,59,917.0
24,1.0,1.0,1.0,1.0,45.38,38.0,北,其他,70年,底楼层,1.0,暂无数据,塔楼,1997,钢混结构,两梯十户,有,满五年,商品房,普通住宅,非共有,200.0,44073,255.0,1709.0,1,0,10,1709.0
25,1.0,1.0,1.0,1.0,47.6,33.61,东南,其他,50年,底楼层,1.0,暂无数据,塔楼,2015,钢混结构,两梯三十三户,有,暂无数据,商品房,商住两用,非共有,113.5,23845,120.0,1102.0,1,0,7,1102.0
26,2.0,1.0,1.0,1.0,48.4,40.7,东,其他,70年,高楼层,7.0,暂无数据,塔楼,2000,钢混结构,一梯四户,暂无数据,满五年,商品房,普通住宅,非共有,68.0,14050,70.0,2474.0,1,0,277,2474.0
27,1.0,1.0,1.0,1.0,40.97,40.97,东 南 北,其他,70年,中楼层,8.0,暂无数据,塔楼,2000,钢混结构,一梯四户,无,满五年,商品房,普通住宅,非共有,134.5,32829,138.0,108.0,0,0,5,108.0
28,3.0,2.0,1.0,2.0,102.0,102.0,北,精装,70年,中楼层,4.0,平层,板楼,1995,钢混结构,一梯一户,无,暂无数据,商品房,普通住宅,非共有,235.0,23040,270.0,2175.0,1,0,30,2175.0
29,3.0,2.0,1.0,1.0,100.0,89.6,北,其他,70年,中楼层,9.0,平层,塔楼,1998,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,共有,303.0,30300,329.0,1862.0,1,0,23,1862.0
30,2.0,2.0,1.0,1.0,64.41,52.5,东,简装,70年,高楼层,7.0,平层,暂无数据,2000,钢混结构,一梯两户,暂无数据,满两年,商品房,普通住宅,非共有,115.5,17932,122.0,1158.0,1,0,90,1158.0
31,2.0,1.0,1.0,1.0,84.47,84.47,西南,简装,70年,底楼层,1.0,平层,塔楼,2000,钢混结构,两梯六户,有,暂无数据,商品房,普通住宅,非共有,283.0,33504,290.0,1904.0,1,0,45,1904.0
32,3.0,2.0,2.0,2.0,111.59,90.35,西南,精装,70年,底楼层,1.0,暂无数据,塔楼,2007,钢混结构,三梯七户,有,暂无数据,商品房,普通住宅,非共有,710.0,63626,748.0,1376.0,1,0,10,1376.0
33,3.0,2.0,1.0,1.0,86.5,75.76,南,其他,70年,低楼层,8.0,暂无数据,塔楼,2002,钢混结构,一梯三户,无,满五年,商品房,普通住宅,非共有,195.0,22544,198.0,234.0,0,0,9,234.0
34,1.0,0.0,1.0,1.0,38.86,38.86,西,其他,70年,底楼层,1.0,暂无数据,塔楼,2002,钢混结构,三梯二十一户,有,满五年,商品房,普通住宅,非共有,220.0,56614,230.0,98.0,1,0,6,98.0
35,1.0,1.0,1.0,1.0,35.27,35.27,南,简装,70年,高楼层,6.0,暂无数据,塔楼,1999,钢混结构,一梯三户,无,满五年,商品房,普通住宅,非共有,65.0,18430,65.0,335.0,1,0,24,335.0
36,1.0,0.0,1.0,1.0,30.13,30.13,西北,其他,70年,高楼层,7.0,暂无数据,塔楼,2000,钢混结构,一梯五户,暂无数据,暂无数据,商品房,普通住宅,非共有,70.0,23233,70.0,523.0,0,0,17,523.0
37,3.0,2.0,1.0,1.0,93.0,93.0,东北,其他,70年,底楼层,1.0,平层,塔楼,1999,钢混结构,两梯八户,有,暂无数据,商品房,普通住宅,暂无数据,405.0,43549,415.0,2039.0,1,0,47,2039.0
38,3.0,2.0,1.0,1.0,94.45,94.45,东北,其他,70年,底楼层,1.0,平层,塔楼,2001,钢混结构,一梯八户,有,满两年,商品房,普通住宅,共有,360.0,38116,375.0,1337.0,1,0,5,1337.0
39,3.0,2.0,1.0,2.0,109.46,89.89,北,精装,70年,底楼层,1.0,暂无数据,塔楼,2008,钢混结构,三梯八户,有,满五年,商品房,普通住宅,非共有,885.0,80852,920.0,1576.0,1,0,11,1576.0
40,2.0,2.0,1.0,1.0,72.89,60.07,南,其他,70年,底楼层,1.0,平层,塔楼,2007,钢混结构,两梯八户,有,满五年,商品房,普通住宅,非共有,295.0,40472,298.0,397.0,1,0,1,397.0
41,2.0,2.0,1.0,1.0,68.59,56.34,西北,简装,70年,底楼层,1.0,暂无数据,塔楼,2004,钢混结构,一梯四户,有,满五年,商品房,普通住宅,非共有,212.0,30909,240.0,606.0,1,0,8,606.0
42,2.0,1.0,1.0,1.0,82.61,82.61,北,其他,70年,底楼层,1.0,暂无数据,塔楼,2013,钢混结构,两梯八户,有,暂无数据,商品房,普通住宅,暂无数据,122.0,14769,122.0,1082.0,0,0,0,1082.0
43,2.0,1.0,1.0,1.0,55.3,55.3,西北,其他,70年,底楼层,1.0,平层,塔楼,1995,钢混结构,两梯十三户,有,暂无数据,商品房,普通住宅,暂无数据,138.0,24955,150.0,1930.0,1,0,83,1930.0
44,3.0,2.0,1.0,1.0,82.0,72.3,南,精装,70年,中楼层,7.0,暂无数据,塔楼,2004,钢混结构,一梯四户,无,满五年,商品房,普通住宅,非共有,212.0,25854,215.0,91.0,0,0,8,91.0
45,3.0,2.0,1.0,2.0,108.0,108.0,南 北,其他,70年,中楼层,7.0,平层,塔楼,2000,钢混结构,一梯两户,暂无数据,暂无数据,商品房,普通住宅,暂无数据,200.0,18519,225.0,1645.0,1,0,23,1645.0
46,2.0,1.0,1.0,1.0,56.02,46.94,西,精装,70年,底楼层,1.0,暂无数据,塔楼,1998,钢混结构,两梯八户,有,暂无数据,商品房,普通住宅,共有,242.0,43199,245.0,871.0,0,0,22,871.0
47,2.0,1.0,1.0,1.0,64.15,64.15,东,其他,70年,底楼层,1.0,暂无数据,塔楼,2005,钢混结构,两梯十一户,有,满五年,商品房,普通住宅,非共有,293.0,45675,320.0,256.0,0,0,3,256.0
48,2.0,1.0,1.0,1.0,43.21,38.42,东南,其他,70年,高楼层,6.0,平层,塔楼,1997,钢混结构,一梯八户,无,满五年,商品房,普通住宅,共有,138.0,31938,140.0,271.0,0,0,10,271.0
49,2.0,1.0,1.0,1.0,56.26,51.02,南,其他,70年,中楼层,8.0,暂无数据,塔楼,2000,钢混结构,一梯两户,无,满两年,商品房,普通住宅,非共有,150.0,26662,155.0,584.0,1,0,5,584.0
50,2.0,1.0,1.0,1.0,46.07,38.0,东,其他,70年,高楼层,9.0,平层,塔楼,2001,钢混结构,一梯八户,无,暂无数据,商品房,普通住宅,共有,130.0,28218,130.0,827.0,0,0,22,827.0
51,2.0,1.0,1.0,1.0,40.0,40.0,北,其他,70年,低楼层,6.0,暂无数据,板楼,2000,钢混结构,一梯四户,暂无数据,暂无数据,商品房,普通住宅,暂无数据,102.5,25625,110.0,1082.0,0,0,0,1082.0
52,3.0,2.0,1.0,1.0,95.0,85.64,东南,其他,70年,中楼层,9.0,暂无数据,塔楼,1997,钢混结构,一梯五户,无,满两年,商品房,普通住宅,共有,210.0,22106,210.0,951.0,1,0,18,951.0
53,3.0,2.0,1.0,1.0,88.52,79.16,南,简装,70年,低楼层,7.0,暂无数据,塔楼,2000,钢混结构,一梯四户,无,满五年,商品房,普通住宅,共有,160.0,18076,165.0,1456.0,1,0,25,1456.0
54,2.0,2.0,1.0,1.0,60.44,47.96,南,其他,70年,底楼层,1.0,暂无数据,塔楼,2000,钢混结构,一梯十户,暂无数据,暂无数据,商品房,普通住宅,共有,133.8,22138,136.0,421.0,1,0,7,421.0
55,3.0,2.0,1.0,1.0,88.7,76.66,东南,其他,70年,高楼层,7.0,暂无数据,塔楼,2000,钢混结构,一梯四户,无,满五年,商品房,普通住宅,共有,155.0,17475,160.0,466.0,0,0,10,466.0
56,2.0,1.0,1.0,1.0,61.3,49.4,东,简装,70年,高楼层,9.0,暂无数据,塔楼,2000,钢混结构,一梯五户,暂无数据,满两年,商品房,普通住宅,共有,175.0,28549,180.0,494.0,1,0,3,494.0
57,3.0,2.0,1.0,1.0,75.36,69.32,东,其他,70年,中楼层,8.0,暂无数据,塔楼,2000,钢混结构,一梯四户,无,满两年,商品房,普通住宅,共有,170.0,22559,170.0,431.0,0,0,17,431.0
58,2.0,1.0,1.0,1.0,83.14,66.67,北,其他,70年,底楼层,1.0,暂无数据,塔楼,2014,钢混结构,一梯四户,有,暂无数据,商品房,普通住宅,非共有,118.5,14254,120.0,444.0,0,0,1,444.0
59,2.0,1.0,1.0,1.0,87.99,72.29,东北,其他,70年,底楼层,1.0,平层,塔楼,2009,钢混结构,两梯四户,有,满两年,商品房,普通住宅,非共有,243.0,27617,250.0,2150.0,1,0,34,2150.0
60,2.0,1.0,1.0,1.0,57.38,51.85,东 西 北,其他,70年,高楼层,8.0,暂无数据,塔楼,2000,钢混结构,一梯四户,无,满两年,商品房,普通住宅,共有,162.0,28233,165.0,374.0,0,0,10,374.0
61,2.0,1.0,1.0,1.0,70.98,64.13,东南,其他,70年,中楼层,5.0,暂无数据,板楼,1995,钢混结构,一梯四户,无,满两年,商品房,普通住宅,非共有,210.5,29657,220.0,2251.0,1,0,24,2251.0
62,2.0,1.0,1.0,1.0,70.98,70.98,北,其他,70年,高楼层,9.0,平层,塔楼,1993,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,暂无数据,175.0,24655,175.0,2183.0,1,0,21,2183.0
63,2.0,1.0,0.0,1.0,49.01,39.08,东 北,精装,70年,底楼层,1.0,平层,塔楼,2005,钢混结构,两梯七户,有,满五年,商品房,普通住宅,非共有,232.0,47338,235.0,1984.0,1,0,80,1984.0
64,1.0,0.0,1.0,1.0,22.04,19.26,西,简装,70年,中楼层,4.0,平层,板楼,2000,钢混结构,一梯一户,无,满两年,商品房,普通住宅,非共有,69.0,31307,78.0,3047.0,1,0,139,3047.0
65,2.0,1.0,1.0,1.0,65.0,55.11,东,其他,70年,底楼层,1.0,暂无数据,塔楼,2000,钢混结构,一梯四户,暂无数据,满五年,商品房,普通住宅,非共有,275.0,42308,338.0,1068.0,0,0,5,1068.0
66,3.0,2.0,1.0,1.0,76.63,76.63,南,精装,70年,高楼层,8.0,平层,塔楼,2000,钢混结构,一梯六户,无,暂无数据,商品房,普通住宅,非共有,325.0,42412,335.0,2308.0,1,0,66,2308.0
67,2.0,1.0,1.0,1.0,42.87,38.67,东 西,其他,70年,高楼层,9.0,暂无数据,塔楼,2000,钢混结构,一梯三户,暂无数据,满五年,商品房,普通住宅,共有,159.0,37089,165.0,980.0,0,0,52,980.0
68,2.0,1.0,1.0,1.0,53.0,53.0,南,其他,70年,中楼层,8.0,暂无数据,塔楼,1998,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,暂无数据,143.0,26982,145.0,1082.0,0,0,0,1082.0
69,1.0,1.0,1.0,1.0,30.31,30.31,南,其他,70年,高楼层,9.0,暂无数据,塔楼,1997,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,非共有,65.0,21446,70.0,394.0,0,0,9,394.0
70,2.0,1.0,1.0,1.0,79.1,71.9,东南,简装,70年,低楼层,8.0,暂无数据,塔楼,1998,钢混结构,一梯四户,无,满两年,商品房,普通住宅,共有,238.0,30089,242.0,1453.0,0,0,6,1453.0
71,2.0,1.0,1.0,1.0,59.0,59.0,东,其他,70年,高楼层,9.0,平层,塔楼,1998,钢混结构,一梯六户,有,暂无数据,商品房,普通住宅,非共有,155.0,26272,166.0,1787.0,0,0,29,1787.0
72,2.0,2.0,1.0,1.0,68.0,68.0,东,简装,70年,底楼层,1.0,平层,塔楼,2004,钢混结构,两梯六户,有,暂无数据,商品房,普通住宅,非共有,243.0,35736,258.0,2668.0,1,0,38,2668.0
73,2.0,1.0,1.0,1.0,74.61,74.61,北,精装,40年,底楼层,1.0,平层,塔楼,2000,钢混结构,两梯六户,有,暂无数据,商品房,商住两用,非共有,75.4,10105,82.1,1082.0,1,0,0,1082.0
74,2.0,1.0,1.0,1.0,63.0,63.0,东北,简装,70年,底楼层,1.0,平层,塔楼,2004,钢混结构,一梯四户,有,暂无数据,商品房,普通住宅,非共有,203.0,32223,208.0,1583.0,1,0,56,1583.0
75,2.0,2.0,1.0,1.0,78.33,62.39,西南,其他,70年,底楼层,1.0,平层,塔楼,2007,钢混结构,两梯八户,有,满五年,商品房,普通住宅,共有,260.0,33193,280.0,1220.0,0,0,27,1220.0
76,2.0,1.0,1.0,1.0,55.0,55.0,南,其他,70年,中楼层,8.0,暂无数据,塔楼,2008,钢混结构,一梯三户,无,满五年,商品房,普通住宅,非共有,150.0,27273,153.0,508.0,1,0,13,508.0
77,1.0,0.0,0.0,0.0,12.0,12.0,东,其他,50年,地下室,1.0,暂无数据,暂无数据,2000,钢混结构,暂无数据,暂无数据,暂无数据,商品房,车库,暂无数据,30.0,25000,30.0,1082.0,0,0,0,1082.0
78,3.0,2.0,1.0,2.0,129.83,109.99,南,精装,70年,底楼层,1.0,暂无数据,塔楼,2003,钢混结构,两梯六户,有,满五年,商品房,普通住宅,非共有,596.0,45907,650.0,474.0,1,0,9,474.0
79,3.0,2.0,1.0,2.0,114.37,99.02,东南,精装,70年,中楼层,9.0,暂无数据,塔楼,1999,钢混结构,一梯两户,有,满五年,商品房,普通住宅,共有,410.0,35849,420.0,90.0,0,0,2,90.0
80,3.0,2.0,1.0,3.0,146.7,123.4,西南 东北,精装,70年,底楼层,1.0,暂无数据,板楼,2001,钢混结构,一梯四户,有,满五年,商品房,普通住宅,非共有,535.0,36469,558.0,25.0,1,0,0,25.0
81,2.0,2.0,1.0,1.0,58.7,58.7,北,简装,70年,高楼层,4.0,平层,板楼,1995,钢混结构,一梯一户,无,暂无数据,商品房,普通住宅,非共有,160.0,27258,165.0,1797.0,1,0,105,1797.0
82,3.0,2.0,1.0,1.0,81.73,81.73,南 北,其他,70年,中楼层,8.0,暂无数据,板楼,1976,钢混结构,一梯两户,无,满五年,商品房,普通住宅,非共有,218.0,26674,238.0,1384.0,1,0,9,1384.0
83,1.0,1.0,1.0,1.0,41.72,41.72,南,其他,70年,中楼层,4.0,暂无数据,板楼,2000,钢混结构,一梯一户,暂无数据,满五年,商品房,普通住宅,非共有,117.0,28045,120.0,2783.0,1,0,141,2783.0
84,3.0,1.0,1.0,1.0,83.0,83.0,西南,简装,70年,中楼层,8.0,暂无数据,塔楼,2008,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,暂无数据,229.0,27591,236.0,1764.0,1,0,10,1764.0
85,3.0,1.0,1.0,1.0,89.9,81.23,南 北,其他,70年,高楼层,5.0,暂无数据,板楼,1998,钢混结构,一梯四户,无,满五年,商品房,普通住宅,共有,450.0,50056,490.0,737.0,1,0,7,737.0
86,2.0,2.0,1.0,1.0,67.0,67.0,南,其他,70年,中楼层,9.0,暂无数据,塔楼,1999,钢混结构,一梯三户,无,暂无数据,商品房,普通住宅,暂无数据,261.8,39075,270.0,1082.0,0,0,0,1082.0
87,2.0,1.0,1.0,1.0,64.99,64.99,西,其他,70年,高楼层,9.0,暂无数据,塔楼,2000,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,非共有,136.0,20927,136.2,1593.0,1,0,9,1593.0
88,2.0,1.0,1.0,1.0,61.79,56.16,北,精装,70年,高楼层,8.0,暂无数据,塔楼,2005,钢混结构,一梯三户,无,满五年,商品房,普通住宅,共有,230.0,37223,230.0,364.0,1,0,7,364.0
89,2.0,1.0,1.0,1.0,50.14,50.14,北,精装,70年,中楼层,4.0,平层,板楼,2000,钢混结构,一梯十二户,无,暂无数据,商品房,普通住宅,非共有,118.0,23535,118.0,2061.0,1,0,143,2061.0
90,2.0,1.0,1.0,1.0,77.42,54.02,南,精装,70年,底楼层,1.0,暂无数据,塔楼,2012,钢混结构,五梯四十户,有,满两年,商品房,普通住宅,共有,310.0,40042,310.0,41.0,1,0,8,41.0
91,2.0,1.0,1.0,1.0,71.3,66.35,西北,其他,70年,高楼层,6.0,暂无数据,塔楼,1998,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,非共有,199.0,27911,203.0,197.0,1,0,9,197.0
92,3.0,2.0,1.0,1.0,100.27,100.27,北,其他,70年,底楼层,1.0,暂无数据,塔楼,2008,钢混结构,两梯六户,有,满两年,商品房,普通住宅,非共有,188.0,18750,190.0,266.0,0,0,1,266.0
93,3.0,1.0,1.0,1.0,50.8,45.9,东北,其他,70年,高楼层,9.0,暂无数据,塔楼,1999,钢混结构,一梯六户,无,满五年,商品房,普通住宅,非共有,185.0,36418,165.0,2257.0,1,0,149,2257.0
94,1.0,0.0,0.0,0.0,12.0,12.0,南,其他,50年,底楼层,1.0,暂无数据,塔楼,2000,钢混结构,暂无数据,暂无数据,暂无数据,商品房,车库,暂无数据,29.0,24167,30.0,1082.0,0,0,0,1082.0
95,3.0,1.0,1.0,1.0,77.0,77.0,南,其他,70年,中楼层,8.0,平层,塔楼,1986,钢混结构,一梯八户,暂无数据,暂无数据,商品房,普通住宅,暂无数据,158.0,20520,160.0,1082.0,0,0,0,1082.0
96,1.0,1.0,1.0,1.0,47.83,47.83,南,其他,70年,中楼层,7.0,暂无数据,塔楼,2006,钢混结构,一梯两户,无,暂无数据,商品房,普通住宅,非共有,126.0,26344,135.0,1405.0,1,0,5,1405.0
97,1.0,1.0,1.0,1.0,31.85,31.85,南,简装,70年,底楼层,1.0,暂无数据,塔楼,1997,钢混结构,两梯十二户,有,暂无数据,商品房,普通住宅,非共有,256.0,80377,280.0,1576.0,1,0,3,1576.0
98,2.0,1.0,1.0,1.0,37.0,37.0,南,其他,70年,中楼层,7.0,暂无数据,塔楼,2008,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,暂无数据,114.5,30946,118.0,1082.0,1,0,1,1082.0
99,1.0,1.0,1.0,1.0,45.38,38.72,东北,简装,70年,低楼层,9.0,平层,塔楼,1999,钢混结构,一梯六户,无,满两年,商品房,普通住宅,非共有,117.5,25893,120.0,809.0,1,0,21,809.0
100,3.0,2.0,1.0,2.0,102.9,81.08,东南,精装,70年,底楼层,1.0,暂无数据,塔楼,2014,钢混结构,两梯三户,有,暂无数据,商品房,普通住宅,非共有,96.0,9330,102.0,609.0,1,0,15,609.0
101,1.0,0.0,1.0,1.0,20.0,20.0,东,其他,70年,低楼层,9.0,平层,塔楼,1998,钢混结构,一梯九户,无,暂无数据,商品房,普通住宅,暂无数据,43.0,21500,48.0,2113.0,1,0,54,2113.0
102,2.0,1.0,1.0,1.0,29.98,29.98,东,简装,70年,底楼层,1.0,平层,塔楼,2003,钢混结构,三梯二十六户,有,暂无数据,商品房,普通住宅,非共有,153.0,51035,155.0,458.0,0,0,125,458.0
103,2.0,1.0,1.0,1.0,59.3,47.4,南,其他,70年,高楼层,8.0,暂无数据,塔楼,1994,钢混结构,一梯十户,无,满五年,商品房,普通住宅,共有,120.0,20237,120.0,174.0,0,0,10,174.0
104,3.0,2.0,1.0,2.0,111.27,101.63,东北,精装,70年,中楼层,7.0,平层,塔楼,2000,钢混结构,一梯四户,无,满五年,商品房,普通住宅,非共有,180.0,16177,182.0,1433.0,1,0,24,1433.0
105,3.0,2.0,1.0,1.0,90.36,79.13,北,其他,70年,中楼层,6.0,暂无数据,塔楼,2003,钢混结构,一梯四户,无,满两年,商品房,普通住宅,共有,220.0,24348,228.0,909.0,1,0,5,909.0
106,2.0,1.0,1.0,1.0,77.57,59.33,西,简装,70年,底楼层,1.0,暂无数据,塔楼,2006,钢混结构,两梯五户,有,满五年,商品房,普通住宅,共有,570.0,73483,580.0,851.0,1,0,26,851.0
107,1.0,1.0,1.0,1.0,49.32,45.0,北,简装,70年,高楼层,8.0,暂无数据,塔楼,1995,钢混结构,一梯四户,无,满五年,商品房,普通住宅,共有,170.0,34469,170.0,985.0,0,0,32,985.0
108,2.0,1.0,1.0,1.0,56.0,55.49,东北,其他,70年,底楼层,1.0,暂无数据,塔楼,1996,钢混结构,两梯十五户,有,满五年,商品房,普通住宅,非共有,178.0,31786,185.0,110.0,1,0,4,110.0
109,2.0,1.0,1.0,1.0,61.4,61.4,西南,其他,70年,高楼层,7.0,暂无数据,塔楼,2000,钢混结构,一梯五户,暂无数据,满五年,商品房,普通住宅,非共有,140.0,22802,145.0,97.0,0,0,4,97.0
110,1.0,1.0,1.0,1.0,18.93,17.1,东,简装,70年,中楼层,8.0,暂无数据,塔楼,2000,钢混结构,一梯五户,暂无数据,满五年,商品房,普通住宅,非共有,48.0,25357,58.0,635.0,0,0,44,635.0
111,2.0,1.0,1.0,1.0,55.51,55.51,南 北,精装,70年,中楼层,8.0,暂无数据,塔楼,1988,钢混结构,一梯三户,无,满两年,商品房,普通住宅,非共有,195.0,35129,208.0,971.0,1,0,28,971.0
112,2.0,2.0,1.0,1.0,82.56,69.88,西北,精装,70年,底楼层,1.0,暂无数据,塔楼,2005,钢混结构,一梯六户,有,满五年,商品房,普通住宅,非共有,158.0,19138,160.0,2073.0,1,0,43,2073.0
113,2.0,2.0,1.0,1.0,80.5,80.5,南,精装,70年,底楼层,1.0,暂无数据,塔楼,2002,钢混结构,一梯四户,有,暂无数据,商品房,普通住宅,非共有,360.0,44721,360.0,1082.0,1,0,0,1082.0
114,2.0,1.0,1.0,1.0,39.49,34.29,南,其他,70年,中楼层,6.0,暂无数据,板楼,2000,钢混结构,一梯三户,无,满五年,商品房,普通住宅,非共有,61.0,15447,63.0,1176.0,0,0,97,1176.0
115,3.0,1.0,1.0,1.0,41.9,41.9,北,简装,70年,高楼层,7.0,平层,塔楼,2000,钢混结构,一梯九户,无,暂无数据,商品房,普通住宅,共有,115.0,27447,115.0,1678.0,1,0,360,1678.0
116,2.0,1.0,1.0,1.0,69.5,69.5,西北,其他,70年,底楼层,1.0,暂无数据,塔楼,1997,钢混结构,两梯十一户,有,暂无数据,商品房,普通住宅,非共有,204.0,29353,208.0,1082.0,1,0,0,1082.0
117,2.0,1.0,1.0,1.0,35.89,35.89,东南,其他,70年,低楼层,6.0,暂无数据,板楼,2000,钢混结构,一梯三户,无,满五年,商品房,普通住宅,非共有,145.0,40402,143.0,12.0,0,0,0,12.0
