,house_室,house_厅,house_厨,house_卫,architecture_acreage_,within_acreage_,Building_head,decorate_situation,period_int,floor_楼,floor_层,Family_structure,building_types,building_age_,building_structure,Ladder_household_proportion,Equipped_elevator,house_age,Trading_ownership,usage_house,houseing_belog,bargain_price,unit_price,listing_price,bargain_day_num_,adjust_price,take_look,attention,view_count_
410,2.0,2.0,1.0,1.0,80.0,80.0,南,简装,70年,中楼层,8.0,平层,塔楼,1997,钢混结构,一梯五户,无,暂无数据,商品房,普通住宅,非共有,234.0,29250,236.0,1400.0,1,0,38,1400.0
411,1.0,1.0,0.0,1.0,41.0,41.0,东南,简装,70年,底楼层,1.0,暂无数据,塔楼,2002,钢混结构,三梯二十一户,有,暂无数据,商品房,普通住宅,非共有,270.0,65854,285.0,307.0,1,0,3,307.0
412,2.0,1.0,1.0,1.0,53.0,48.0,南,其他,70年,高楼层,7.0,平层,塔楼,2000,钢混结构,一梯三户,无,暂无数据,商品房,普通住宅,共有,144.0,27170,145.0,436.0,0,0,25,436.0
413,2.0,1.0,1.0,1.0,38.41,38.41,北,其他,70年,高楼层,8.0,暂无数据,塔楼,2008,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,共有,123.8,32232,125.0,611.0,0,0,21,611.0
414,2.0,1.0,1.0,1.0,64.01,55.0,东南,其他,70年,中楼层,5.0,暂无数据,暂无数据,2000,钢混结构,一梯五户,无,满五年,商品房,普通住宅,非共有,96.0,14998,96.0,1082.0,0,0,0,1082.0
415,1.0,1.0,1.0,0.0,20.0,19.63,东,其他,70年,低楼层,9.0,暂无数据,塔楼,1997,钢混结构,一梯八户,无,满五年,商品房,普通住宅,非共有,79.0,39500,80.0,748.0,0,0,35,748.0
416,2.0,1.0,1.0,1.0,61.5,61.5,北,简装,70年,中楼层,6.0,暂无数据,塔楼,1995,钢混结构,一梯九户,无,满五年,商品房,普通住宅,非共有,150.0,24391,150.0,1365.0,0,0,66,1365.0
417,1.0,1.0,1.0,1.0,44.64,44.64,西,精装,70年,底楼层,1.0,暂无数据,塔楼,2009,钢混结构,四梯十八户,有,满五年,商品房,普通住宅,非共有,390.0,87366,405.0,870.0,1,0,0,870.0
418,2.0,1.0,1.0,1.0,65.0,65.0,东北,其他,70年,底楼层,1.0,平层,塔楼,1999,钢混结构,两梯八户,有,暂无数据,商品房,普通住宅,暂无数据,252.0,38770,260.0,2193.0,0,0,103,2193.0
419,3.0,2.0,1.0,2.0,105.05,105.05,南,简装,70年,底楼层,1.0,暂无数据,塔楼,1999,钢混结构,两梯八户,有,暂无数据,商品房,普通住宅,非共有,354.0,33699,380.0,1138.0,1,0,32,1138.0
420,2.0,1.0,1.0,1.0,65.81,53.84,西北,其他,70年,底楼层,1.0,平层,塔楼,2000,钢混结构,两梯十二户,有,暂无数据,商品房,普通住宅,非共有,187.6,28507,195.0,900.0,1,0,11,900.0
421,3.0,2.0,1.0,2.0,114.05,95.64,北,简装,70年,底楼层,1.0,暂无数据,塔楼,1997,钢混结构,两梯六户,有,满五年,商品房,普通住宅,非共有,560.0,49102,600.0,727.0,1,0,10,727.0
422,2.0,2.0,1.0,1.0,76.93,64.96,东南,简装,70年,底楼层,1.0,平层,塔楼,2000,钢混结构,一梯四户,有,暂无数据,商品房,普通住宅,暂无数据,313.0,40687,338.0,2741.0,1,0,57,2741.0
423,1.0,1.0,1.0,1.0,31.0,31.0,东,精装,70年,底楼层,1.0,平层,塔楼,2010,钢混结构,三梯十六户,有,暂无数据,商品房,普通住宅,非共有,190.0,61291,188.0,1232.0,1,0,97,1232.0
424,2.0,1.0,1.0,1.0,40.0,32.0,南,精装,70年,中楼层,9.0,暂无数据,塔楼,2000,未知结构,一梯四户,暂无数据,满五年,商品房,普通住宅,非共有,85.0,21250,85.0,1082.0,0,0,0,1082.0
425,2.0,2.0,1.0,1.0,78.0,78.0,南 北,其他,70年,中楼层,7.0,暂无数据,塔楼,2000,钢混结构,一梯两户,暂无数据,暂无数据,商品房,普通住宅,暂无数据,93.5,11988,95.0,1405.0,1,0,34,1405.0
426,3.0,2.0,1.0,1.0,80.0,80.0,南,其他,70年,高楼层,8.0,暂无数据,塔楼,1998,钢混结构,一梯两户,无,暂无数据,商品房,普通住宅,暂无数据,160.0,20000,160.0,1082.0,0,0,0,1082.0
427,2.0,1.0,1.0,1.0,64.45,58.23,南,简装,70年,中楼层,9.0,平层,塔楼,1986,钢混结构,一梯两户,暂无数据,满五年,商品房,普通住宅,共有,350.0,54306,355.0,252.0,0,0,8,252.0
428,1.0,1.0,1.0,1.0,72.0,53.44,西,精装,70年,底楼层,1.0,平层,塔楼,2009,钢混结构,三梯十三户,有,满五年,商品房,普通住宅,非共有,500.0,69445,545.0,637.0,0,0,1,637.0
429,1.0,1.0,1.0,1.0,25.83,22.0,北,其他,70年,高楼层,9.0,平层,塔楼,1994,钢混结构,一梯十四户,无,满两年,商品房,普通住宅,共有,61.0,23616,65.0,212.0,0,0,11,212.0
430,3.0,2.0,1.0,1.0,80.7,70.0,北,精装,70年,高楼层,7.0,暂无数据,塔楼,1996,钢混结构,一梯四户,无,满五年,商品房,普通住宅,非共有,128.9,15973,130.0,532.0,1,0,37,532.0
431,2.0,1.0,1.0,1.0,51.29,51.29,南,其他,70年,低楼层,9.0,暂无数据,塔楼,1999,钢混结构,一梯五户,无,暂无数据,商品房,普通住宅,暂无数据,173.0,33730,178.0,1082.0,0,0,0,1082.0
432,2.0,1.0,1.0,1.0,64.06,60.0,北,其他,70年,中楼层,7.0,暂无数据,塔楼,1996,钢混结构,一梯四户,无,满五年,商品房,普通住宅,共有,130.0,20294,122.0,959.0,1,0,45,959.0
433,2.0,1.0,1.0,1.0,69.4,59.5,南,简装,70年,低楼层,7.0,暂无数据,塔楼,1993,钢混结构,一梯两户,无,满五年,商品房,普通住宅,非共有,178.5,25721,185.0,378.0,0,0,8,378.0
434,2.0,2.0,1.0,1.0,73.9,73.9,南,简装,70年,中楼层,9.0,暂无数据,塔楼,1995,钢混结构,一梯七户,无,满五年,商品房,普通住宅,非共有,255.0,34507,266.0,610.0,0,0,4,610.0
435,2.0,1.0,1.0,1.0,56.0,56.0,东南,其他,70年,中楼层,9.0,平层,塔楼,2000,钢混结构,一梯六户,无,满五年,商品房,普通住宅,非共有,160.0,28572,168.0,447.0,0,0,14,447.0
436,3.0,2.0,1.0,2.0,129.0,129.0,南,其他,70年,底楼层,1.0,平层,塔楼,2011,钢混结构,两梯三户,有,暂无数据,商品房,普通住宅,暂无数据,430.0,33334,440.0,274.0,0,0,4,274.0
437,2.0,1.0,1.0,1.0,44.13,44.13,南,精装,70年,高楼层,8.0,暂无数据,塔楼,2000,钢混结构,一梯四户,无,满五年,商品房,普通住宅,非共有,145.0,32858,148.0,656.0,0,0,115,656.0
438,2.0,1.0,1.0,1.0,58.0,58.0,南,简装,70年,中楼层,6.0,平层,板楼,1999,钢混结构,一梯两户,无,暂无数据,商品房,普通住宅,非共有,148.0,25518,158.0,1596.0,1,0,275,1596.0
439,1.0,1.0,1.0,1.0,38.39,38.39,西北,简装,70年,低楼层,9.0,暂无数据,塔楼,1995,钢混结构,一梯七户,无,暂无数据,商品房,普通住宅,非共有,69.0,17974,120.0,1082.0,0,0,0,1082.0
440,1.0,1.0,1.0,1.0,33.26,25.27,南,其他,70年,底楼层,1.0,暂无数据,塔楼,2005,钢混结构,一梯十一户,有,满两年,商品房,普通住宅,非共有,161.0,48407,163.0,660.0,1,0,16,660.0
441,2.0,2.0,1.0,1.0,78.2,64.07,西,精装,70年,底楼层,1.0,暂无数据,塔楼,2005,钢混结构,两梯五户,有,满五年,商品房,普通住宅,非共有,236.0,30180,240.0,825.0,0,0,1,825.0
442,2.0,1.0,1.0,1.0,61.13,54.68,南,其他,70年,低楼层,8.0,暂无数据,塔楼,2008,钢混结构,一梯四户,无,满五年,商品房,普通住宅,非共有,173.0,28301,173.0,43.0,1,0,2,43.0
443,2.0,1.0,1.0,1.0,67.28,60.13,西南,其他,70年,中楼层,6.0,暂无数据,塔楼,1998,钢混结构,一梯四户,无,满五年,商品房,普通住宅,非共有,200.0,29727,200.0,144.0,1,0,8,144.0
444,3.0,2.0,1.0,2.0,113.96,113.96,南,精装,70年,底楼层,1.0,暂无数据,塔楼,2000,钢混结构,一梯四户,有,满五年,商品房,普通住宅,非共有,215.0,18867,218.0,74.0,1,0,0,74.0
445,2.0,1.0,1.0,1.0,70.0,70.0,东,简装,70年,中楼层,9.0,平层,塔楼,1995,钢混结构,一梯五户,无,暂无数据,商品房,普通住宅,共有,136.5,19500,140.0,1158.0,0,0,36,1158.0
446,2.0,2.0,1.0,1.0,85.7,85.7,东南,其他,70年,高楼层,9.0,平层,塔楼,1999,钢混结构,一梯四户,有,暂无数据,商品房,普通住宅,暂无数据,225.0,26255,230.0,1176.0,0,0,11,1176.0
447,3.0,2.0,1.0,1.0,100.6,100.6,北,精装,70年,底楼层,1.0,平层,塔楼,2005,钢混结构,两梯六户,有,暂无数据,商品房,普通住宅,非共有,303.8,30199,308.0,846.0,0,0,70,846.0
448,3.0,2.0,1.0,2.0,95.6,86.25,南,精装,70年,高楼层,6.0,暂无数据,板楼,1995,钢混结构,一梯两户,无,满五年,商品房,普通住宅,非共有,147.0,15377,155.0,131.0,0,0,2,131.0
449,1.0,0.0,1.0,1.0,23.0,23.0,北,其他,70年,高楼层,9.0,暂无数据,塔楼,1997,钢混结构,一梯六户,无,满两年,商品房,普通住宅,非共有,100.2,43566,105.0,376.0,0,0,7,376.0
450,3.0,2.0,1.0,2.0,127.0,118.84,北,简装,70年,中楼层,7.0,暂无数据,塔楼,2000,钢混结构,一梯四户,暂无数据,满五年,商品房,普通住宅,非共有,171.0,13465,175.0,348.0,0,0,6,348.0
451,3.0,1.0,1.0,1.0,94.84,94.84,南,其他,70年,高楼层,9.0,平层,塔楼,1998,钢混结构,一梯四户,有,暂无数据,商品房,普通住宅,非共有,370.0,39014,380.0,829.0,0,0,37,829.0
452,2.0,2.0,1.0,1.0,89.0,89.0,南,简装,70年,底楼层,1.0,平层,塔楼,2000,钢混结构,一梯四户,有,暂无数据,商品房,普通住宅,非共有,458.0,51461,465.0,1304.0,1,0,43,1304.0
453,2.0,1.0,1.0,1.0,80.4,62.28,东南,精装,70年,底楼层,1.0,暂无数据,塔楼,2000,钢混结构,两梯八户,有,暂无数据,商品房,普通住宅,共有,300.0,37314,295.0,697.0,1,0,17,697.0
454,2.0,1.0,1.0,1.0,49.0,49.0,东,简装,70年,高楼层,8.0,平层,塔楼,1997,钢混结构,一梯八户,无,暂无数据,商品房,普通住宅,暂无数据,134.0,27347,135.0,1099.0,1,0,124,1099.0
455,1.0,1.0,1.0,1.0,48.0,48.0,南,简装,70年,高楼层,9.0,平层,塔楼,1998,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,非共有,145.0,30209,145.0,747.0,1,0,71,747.0
456,2.0,2.0,1.0,1.0,82.6,73.0,南,其他,70年,高楼层,8.0,暂无数据,塔楼,2000,钢混结构,一梯四户,暂无数据,满五年,商品房,普通住宅,共有,146.0,17676,148.0,101.0,0,0,5,101.0
457,2.0,1.0,1.0,1.0,57.82,49.11,西,精装,70年,底楼层,1.0,平层,塔楼,1998,钢混结构,一梯八户,有,暂无数据,商品房,普通住宅,非共有,259.0,44795,263.0,2018.0,1,0,329,2018.0
458,3.0,2.0,1.0,2.0,124.31,105.66,东北,简装,70年,底楼层,1.0,平层,塔楼,2000,钢混结构,三梯八户,有,暂无数据,商品房,普通住宅,非共有,652.9,52522,668.0,839.0,1,0,18,839.0
459,1.0,0.0,0.0,0.0,31.65,25.48,南,其他,50年,中楼层,7.0,平层,塔楼,2011,钢混结构,一梯二十二户,暂无数据,暂无数据,商品房,商住两用,非共有,30.0,9479,30.0,51.0,1,0,3,51.0
460,2.0,1.0,1.0,1.0,59.4,50.0,东南,其他,70年,高楼层,6.0,暂无数据,板楼,1999,钢混结构,一梯三户,无,暂无数据,商品房,普通住宅,共有,100.0,16836,120.0,46.0,0,0,1,46.0
461,1.0,0.0,0.0,1.0,57.79,43.96,南,其他,40年,底楼层,1.0,暂无数据,塔楼,2000,钢混结构,六梯二十八户,有,满两年,商品房,商住两用,非共有,83.0,14363,87.0,521.0,1,0,3,521.0
462,2.0,1.0,1.0,1.0,56.93,51.88,南,其他,70年,高楼层,9.0,平层,塔楼,1998,钢混结构,一梯四户,无,满五年,商品房,普通住宅,非共有,143.0,25119,148.0,518.0,1,0,7,518.0
463,3.0,1.0,1.0,1.0,94.74,94.74,东北,其他,70年,底楼层,1.0,平层,塔楼,2000,钢混结构,两梯十一户,有,暂无数据,商品房,普通住宅,暂无数据,302.0,31877,310.0,1225.0,1,0,33,1225.0
464,3.0,1.0,1.0,1.0,71.78,71.78,西南,其他,50年,底楼层,1.0,平层,塔楼,2014,钢混结构,一梯五十户,暂无数据,暂无数据,商品房,商住两用,暂无数据,225.0,31346,225.0,865.0,0,0,24,865.0
465,4.0,2.0,1.0,2.0,142.08,142.08,东南,其他,70年,底楼层,1.0,暂无数据,塔楼,1998,钢混结构,两梯十户,有,暂无数据,商品房,普通住宅,暂无数据,380.0,26746,380.0,1075.0,0,0,12,1075.0
466,2.0,1.0,1.0,1.0,90.0,90.0,东南,其他,70年,底楼层,1.0,平层,塔楼,2003,钢混结构,两梯四户,有,暂无数据,商品房,普通住宅,非共有,247.5,27500,258.0,694.0,1,0,25,694.0
467,2.0,2.0,1.0,1.0,85.0,85.0,北,精装,70年,底楼层,1.0,暂无数据,塔楼,2002,钢混结构,两梯六户,有,暂无数据,商品房,普通住宅,非共有,348.0,40942,348.0,741.0,1,0,10,741.0
468,2.0,1.0,1.0,1.0,70.1,57.84,东北,精装,70年,高楼层,9.0,暂无数据,塔楼,1999,钢混结构,一梯八户,有,暂无数据,商品房,普通住宅,非共有,207.0,29530,215.0,226.0,0,0,6,226.0
469,3.0,2.0,1.0,1.0,64.7,64.7,南,其他,70年,中楼层,9.0,平层,塔楼,1997,钢混结构,一梯九户,无,暂无数据,商品房,普通住宅,非共有,235.8,36446,245.0,1287.0,1,0,42,1287.0
470,1.0,0.0,1.0,1.0,25.53,19.26,东,其他,70年,高楼层,9.0,暂无数据,塔楼,2000,钢混结构,一梯三十三户,暂无数据,满五年,商品房,普通住宅,非共有,30.0,11751,32.0,358.0,0,0,7,358.0
471,3.0,3.0,1.0,2.0,126.5,126.5,东南,简装,70年,高楼层,7.0,平层,塔楼,2000,钢混结构,一梯一户,无,暂无数据,商品房,普通住宅,非共有,185.0,14625,190.0,1054.0,1,0,7,1054.0
472,3.0,1.0,1.0,1.0,61.9,61.9,南,其他,70年,高楼层,7.0,暂无数据,板楼,2000,钢混结构,一梯两户,暂无数据,暂无数据,商品房,普通住宅,非共有,131.0,21164,133.0,1082.0,0,0,0,1082.0
473,2.0,1.0,1.0,1.0,50.0,50.0,北,简装,70年,中楼层,9.0,暂无数据,塔楼,2000,钢混结构,一梯四户,暂无数据,暂无数据,商品房,普通住宅,非共有,130.0,26000,145.0,1082.0,1,0,0,1082.0
474,2.0,1.0,1.0,1.0,73.13,73.13,北,其他,70年,高楼层,7.0,平层,塔楼,2006,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,暂无数据,225.0,30768,235.0,747.0,1,0,23,747.0
475,3.0,2.0,1.0,1.0,97.43,97.43,东北,其他,70年,底楼层,1.0,平层,塔楼,2012,钢混结构,两梯五户,有,暂无数据,商品房,普通住宅,暂无数据,166.8,17120,170.0,701.0,0,0,6,701.0
476,3.0,2.0,1.0,2.0,118.84,118.84,南 北,简装,70年,底楼层,1.0,平层,塔楼,2000,钢混结构,三梯八户,有,暂无数据,商品房,普通住宅,非共有,710.0,59745,750.0,1032.0,0,0,47,1032.0
477,3.0,1.0,1.0,1.0,96.39,81.15,东南,其他,70年,高楼层,7.0,平层,塔楼,1998,钢混结构,一梯四户,无,满两年,商品房,普通住宅,共有,183.0,18986,185.0,1879.0,0,0,130,1879.0
478,2.0,1.0,1.0,1.0,51.92,51.92,东南,其他,70年,高楼层,6.0,暂无数据,塔楼,2000,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,暂无数据,150.0,28891,150.0,1082.0,0,0,0,1082.0
479,2.0,2.0,1.0,1.0,78.0,78.0,东北,其他,70年,底楼层,1.0,暂无数据,塔楼,2000,钢混结构,两梯六户,有,暂无数据,商品房,普通住宅,暂无数据,246.0,31539,240.0,1082.0,0,0,0,1082.0
480,2.0,2.0,1.0,1.0,62.0,62.0,南,其他,70年,底楼层,1.0,暂无数据,塔楼,2012,钢混结构,两梯八户,有,暂无数据,商品房,普通住宅,暂无数据,100.0,16130,102.0,1082.0,1,0,0,1082.0
481,1.0,1.0,1.0,1.0,36.0,36.0,南,其他,70年,中楼层,7.0,平层,塔楼,1995,钢混结构,一梯六户,无,暂无数据,商品房,普通住宅,暂无数据,91.0,25278,92.0,851.0,0,0,25,851.0
482,2.0,1.0,1.0,1.0,44.34,44.34,南,其他,70年,中楼层,9.0,暂无数据,塔楼,2000,砖混结构,一梯五户,无,暂无数据,商品房,普通住宅,暂无数据,149.0,33604,150.0,1082.0,0,0,0,1082.0
483,2.0,1.0,1.0,1.0,67.29,67.29,南,精装,70年,低楼层,9.0,暂无数据,塔楼,1997,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,暂无数据,156.0,23184,154.8,731.0,1,0,7,731.0
484,3.0,1.0,1.0,1.0,68.88,62.0,东南,其他,70年,低楼层,9.0,平层,塔楼,1999,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,暂无数据,210.0,30488,212.0,1599.0,1,0,66,1599.0
485,2.0,1.0,1.0,1.0,79.0,59.73,北,其他,50年,底楼层,1.0,暂无数据,塔楼,2000,钢混结构,两梯十四户,有,满五年,商品房,商住两用,非共有,61.0,7722,63.0,1837.0,0,0,60,1837.0
486,5.0,2.0,2.0,2.0,88.0,88.0,南,精装,70年,高楼层,6.0,平层,塔楼,1990,钢混结构,一梯四户,无,暂无数据,商品房,普通住宅,非共有,248.0,28182,255.0,588.0,1,0,26,588.0
487,2.0,1.0,1.0,1.0,69.5,59.71,北,精装,70年,底楼层,1.0,平层,塔楼,2003,钢混结构,两梯八户,有,满两年,商品房,普通住宅,共有,175.0,25180,180.0,775.0,1,0,71,775.0
488,1.0,1.0,1.0,1.0,38.08,33.99,西南,精装,70年,中楼层,9.0,暂无数据,塔楼,1999,钢混结构,一梯八户,有,满两年,商品房,普通住宅,非共有,141.0,37028,151.0,477.0,1,0,20,477.0
489,2.0,1.0,1.0,1.0,40.73,40.73,东,简装,70年,低楼层,7.0,暂无数据,塔楼,1995,钢混结构,一梯三户,无,暂无数据,商品房,普通住宅,非共有,128.0,31427,132.0,1082.0,0,0,0,1082.0
490,3.0,2.0,1.0,2.0,117.1,117.1,南,精装,70年,底楼层,1.0,平层,塔楼,2008,钢混结构,两梯四户,有,暂无数据,商品房,普通住宅,非共有,700.0,59778,700.0,923.0,1,0,7,923.0
491,1.0,1.0,1.0,1.0,48.21,48.21,北,精装,70年,中楼层,9.0,平层,塔楼,2002,钢混结构,一梯五户,无,暂无数据,商品房,普通住宅,共有,125.0,25929,130.0,1177.0,1,0,81,1177.0
492,2.0,2.0,1.0,1.0,79.3,66.15,西北,其他,70年,底楼层,1.0,暂无数据,塔楼,1992,钢混结构,三梯九户,有,满五年,商品房,普通住宅,非共有,228.0,28752,235.0,139.0,0,0,0,139.0
493,1.0,0.0,1.0,1.0,20.52,20.52,东南,其他,70年,中楼层,9.0,暂无数据,塔楼,1994,钢混结构,一梯十三户,无,暂无数据,商品房,普通住宅,非共有,47.3,23051,50.0,101.0,0,0,11,101.0
494,1.0,1.0,1.0,1.0,32.0,32.0,南,其他,70年,底楼层,1.0,暂无数据,塔楼,1997,钢混结构,一梯八户,有,暂无数据,商品房,普通住宅,暂无数据,126.2,39438,130.0,1082.0,0,0,0,1082.0
495,1.0,0.0,0.0,0.0,11.7,11.7,东北,其他,50年,地下室,1.0,暂无数据,板楼,2000,未知结构,暂无数据,暂无数据,暂无数据,商品房,车库,暂无数据,37.0,31624,38.0,1082.0,0,0,0,1082.0
496,2.0,1.0,1.0,1.0,59.25,59.25,南,其他,70年,高楼层,9.0,平层,塔楼,1997,钢混结构,一梯十五户,无,暂无数据,商品房,普通住宅,暂无数据,152.0,25655,158.0,851.0,1,0,19,851.0
497,2.0,2.0,1.0,1.0,60.0,49.97,南 北,其他,70年,中楼层,9.0,平层,塔楼,2000,钢混结构,一梯八户,无,暂无数据,商品房,普通住宅,共有,179.0,29834,180.0,893.0,0,0,11,893.0
498,2.0,1.0,1.0,1.0,40.14,40.14,东北,其他,70年,底楼层,1.0,暂无数据,塔楼,2002,钢混结构,三梯二十户,有,暂无数据,商品房,普通住宅,暂无数据,166.0,41356,168.0,1166.0,0,0,106,1166.0
499,2.0,1.0,1.0,1.0,43.6,37.25,南,简装,70年,高楼层,9.0,暂无数据,塔楼,1990,钢混结构,一梯六户,无,满五年,商品房,普通住宅,非共有,93.8,21514,100.0,1008.0,0,0,62,1008.0
500,1.0,1.0,1.0,1.0,50.33,37.23,北,精装,70年,底楼层,1.0,暂无数据,塔楼,2012,钢混结构,两梯十七户,有,满五年,商品房,普通住宅,非共有,132.0,26227,135.0,1604.0,0,0,66,1604.0
501,1.0,1.0,1.0,1.0,35.63,35.63,北,其他,70年,中楼层,9.0,暂无数据,塔楼,2000,钢混结构,一梯四户,无,满五年,商品房,普通住宅,非共有,119.0,33399,120.0,932.0,1,0,21,932.0
502,3.0,2.0,1.0,2.0,114.0,114.0,东北,简装,70年,底楼层,1.0,暂无数据,塔楼,2004,钢混结构,三梯八户,有,暂无数据,商品房,普通住宅,共有,630.0,55264,660.0,1082.0,1,0,0,1082.0
503,2.0,1.0,1.0,1.0,34.19,34.19,南 北,其他,70年,高楼层,7.0,暂无数据,塔楼,2000,钢混结构,一梯两户,暂无数据,暂无数据,商品房,普通住宅,暂无数据,170.0,49723,170.0,1082.0,1,0,0,1082.0
504,4.0,2.0,1.0,2.0,133.0,133.0,南,其他,70年,底楼层,1.0,暂无数据,塔楼,2010,钢混结构,一梯五户,有,暂无数据,商品房,普通住宅,暂无数据,73.0,5489,170.0,1082.0,0,0,0,1082.0
505,2.0,2.0,1.0,1.0,65.0,65.0,南,简装,70年,低楼层,6.0,暂无数据,板楼,2000,钢混结构,一梯两户,暂无数据,暂无数据,商品房,普通住宅,共有,131.5,20231,135.0,1018.0,0,0,68,1018.0
506,3.0,2.0,1.0,2.0,95.53,73.0,西南,其他,70年,底楼层,1.0,暂无数据,塔楼,2000,钢混结构,三梯八户,有,满五年,商品房,普通住宅,非共有,228.0,23867,235.0,482.0,0,0,26,482.0
507,3.0,2.0,1.0,2.0,94.82,94.82,南,其他,70年,底楼层,1.0,平层,塔楼,2000,钢混结构,一梯四户,暂无数据,暂无数据,商品房,普通住宅,暂无数据,148.0,15609,145.0,1082.0,0,0,0,1082.0
508,2.0,1.0,1.0,1.0,48.92,48.92,南 北,其他,70年,底楼层,1.0,平层,塔楼,2005,钢混结构,两梯七户,有,暂无数据,商品房,普通住宅,暂无数据,280.0,57237,288.0,956.0,0,0,55,956.0
509,3.0,2.0,1.0,1.0,78.0,68.28,南,精装,70年,底楼层,1.0,暂无数据,塔楼,2001,钢混结构,一梯四户,有,满两年,商品房,普通住宅,共有,422.0,54103,430.0,138.0,0,0,2,138.0
510,2.0,1.0,1.0,1.0,81.5,81.5,东,其他,70年,底楼层,1.0,平层,塔楼,2004,钢混结构,三梯六户,有,暂无数据,商品房,普通住宅,非共有,300.0,36810,300.0,1023.0,1,0,13,1023.0
511,3.0,2.0,1.0,1.0,84.77,69.01,西南,精装,70年,底楼层,1.0,暂无数据,塔楼,2008,钢混结构,三梯八户,有,暂无数据,商品房,普通住宅,非共有,350.0,41289,358.0,110.0,1,0,2,110.0
512,2.0,2.0,1.0,1.0,73.87,58.77,东南,精装,70年,底楼层,1.0,平层,塔楼,2006,钢混结构,两梯六户,有,满五年,商品房,普通住宅,非共有,308.0,41695,316.0,1263.0,0,0,39,1263.0
513,2.0,2.0,1.0,1.0,51.0,51.0,南 北,其他,70年,高楼层,7.0,暂无数据,塔楼,1996,钢混结构,一梯三户,无,暂无数据,商品房,普通住宅,暂无数据,111.0,21765,118.0,1025.0,1,0,149,1025.0
514,2.0,1.0,1.0,1.0,67.71,61.28,南,简装,70年,中楼层,9.0,暂无数据,塔楼,1986,钢混结构,一梯六户,暂无数据,满五年,商品房,普通住宅,非共有,321.0,47409,325.0,554.0,1,0,8,554.0
515,1.0,1.0,1.0,1.0,34.93,34.93,北,其他,70年,底楼层,1.0,平层,塔楼,2005,钢混结构,四梯七户,有,暂无数据,商品房,普通住宅,暂无数据,155.0,44375,160.0,981.0,0,0,61,981.0
516,1.0,0.0,0.0,0.0,12.27,12.27,东,其他,50年,地下室,1.0,暂无数据,暂无数据,2000,钢混结构,暂无数据,暂无数据,暂无数据,商品房,车库,暂无数据,19.8,16137,19.8,1082.0,0,0,0,1082.0
517,3.0,2.0,1.0,1.0,82.3,72.6,南,简装,70年,中楼层,7.0,暂无数据,塔楼,2004,钢混结构,一梯四户,无,满五年,商品房,普通住宅,共有,225.0,27340,230.0,701.0,1,0,21,701.0
518,3.0,2.0,1.0,2.0,91.9,91.9,北,简装,70年,高楼层,8.0,暂无数据,塔楼,1994,钢混结构,一梯三户,无,满五年,商品房,普通住宅,非共有,120.0,13058,122.0,168.0,1,0,8,168.0
519,2.0,1.0,1.0,1.0,39.2,31.41,东北,其他,70年,底楼层,1.0,暂无数据,塔楼,2003,钢混结构,三梯二十七户,有,满五年,商品房,普通住宅,共有,205.0,52296,208.0,595.0,0,0,18,595.0
520,2.0,1.0,1.0,1.0,41.5,37.09,南,精装,70年,低楼层,9.0,暂无数据,塔楼,1997,钢混结构,一梯五户,无,满五年,商品房,普通住宅,共有,182.0,43856,188.0,997.0,0,0,21,997.0
521,1.0,1.0,1.0,1.0,35.44,33.61,东南,其他,70年,高楼层,7.0,暂无数据,塔楼,2008,钢混结构,一梯四户,无,满五年,商品房,普通住宅,非共有,98.0,27653,102.0,573.0,1,0,23,573.0
522,2.0,1.0,1.0,1.0,43.65,39.44,西,其他,70年,中楼层,8.0,平层,塔楼,2005,钢混结构,一梯四户,无,满五年,商品房,普通住宅,非共有,115.0,26346,115.0,42.0,0,0,2,42.0
523,2.0,2.0,1.0,1.0,86.4,86.4,北,简装,70年,底楼层,1.0,暂无数据,塔楼,2002,钢混结构,两梯八户,有,暂无数据,商品房,普通住宅,非共有,383.0,44329,390.0,1041.0,0,0,64,1041.0
524,1.0,0.0,1.0,1.0,50.0,50.0,南,其他,50年,底楼层,1.0,暂无数据,塔楼,2009,钢混结构,四梯二十户,有,暂无数据,商品房,商住两用,暂无数据,167.3,33460,175.0,1082.0,0,0,0,1082.0
525,3.0,1.0,1.0,1.0,52.54,50.0,南,精装,70年,中楼层,9.0,暂无数据,塔楼,1999,钢混结构,一梯六户,无,满两年,商品房,普通住宅,非共有,167.5,31881,175.0,1209.0,1,0,107,1209.0
526,1.0,1.0,1.0,1.0,41.0,40.52,东,简装,70年,低楼层,9.0,平层,塔楼,2000,钢混结构,一梯四户,无,满五年,商品房,普通住宅,非共有,120.0,29269,120.0,572.0,0,0,28,572.0
527,3.0,2.0,1.0,1.0,81.32,81.32,南,简装,70年,中楼层,8.0,暂无数据,塔楼,2000,未知结构,一梯两户,暂无数据,满五年,商品房,普通住宅,共有,74.0,9100,75.0,1237.0,1,0,82,1237.0
528,2.0,2.0,1.0,1.0,62.0,62.0,东,精装,70年,底楼层,1.0,平层,塔楼,2000,钢混结构,三梯六户,有,暂无数据,商品房,普通住宅,非共有,268.0,43226,270.0,803.0,1,0,7,803.0
